ID,出现概率,类型,随机次数,掉落组1
6073,10000,0,1,2500:14240:1:1;2500:14241:1:1;2500:14242:1:1;2500:14243:1:1;2500:14244:1:1;2500:14245:1:1;2500:14246:1:1;2500:14247:1:1;2500:14248:1:1;2500:14249:1:1;2500:14290:1:1;2500:14291:1:1;2500:14292:1:1;2500:14293:1:1;2500:14294:1:1;2500:14295:1:1;2500:14296:1:1;2500:14297:1:1;2500:14298:1:1;2500:14299:1:1;2500:14340:1:1;2500:14341:1:1;2500:14342:1:1;2500:14343:1:1;2500:14344:1:1;2500:14345:1:1;2500:14346:1:1;2500:14347:1:1;2500:14348:1:1;2500:14349:1:1;2500:14250:1:1;2500:14251:1:1;2500:14252:1:1;2500:14253:1:1;2500:14254:1:1;2500:14255:1:1;2500:14256:1:1;2500:14257:1:1;2500:14258:1:1;2500:14259:1:1;2500:14300:1:1;2500:14301:1:1;2500:14302:1:1;2500:14303:1:1;2500:14304:1:1;2500:14305:1:1;2500:14306:1:1;2500:14307:1:1;2500:14308:1:1;2500:14309:1:1;2500:14350:1:1;2500:14351:1:1;2500:14352:1:1;2500:14353:1:1;2500:14354:1:1;2500:14355:1:1;2500:14356:1:1;2500:14357:1:1;2500:14358:1:1;2500:14359:1:1;1500:14260:1:1;1500:14261:1:1;1500:14262:1:1;1500:14263:1:1;1500:14264:1:1;1500:14265:1:1;1500:14266:1:1;1500:14267:1:1;1500:14268:1:1;1500:14269:1:1;1500:14310:1:1;1500:14311:1:1;1500:14312:1:1;1500:14313:1:1;1500:14314:1:1;1500:14315:1:1;1500:14316:1:1;1500:14317:1:1;1500:14318:1:1;1500:14319:1:1;1500:14360:1:1;1500:14361:1:1;1500:14362:1:1;1500:14363:1:1;1500:14364:1:1;1500:14365:1:1;1500:14366:1:1;1500:14367:1:1;1500:14368:1:1;1500:14369:1:1;500:14270:1:1;500:14271:1:1;500:14272:1:1;500:14273:1:1;500:14274:1:1;500:14275:1:1;500:14276:1:1;500:14277:1:1;500:14278:1:1;500:14279:1:1;500:14320:1:1;500:14321:1:1;500:14322:1:1;500:14323:1:1;500:14324:1:1;500:14325:1:1;500:14326:1:1;500:14327:1:1;500:14328:1:1;500:14329:1:1;500:14370:1:1;500:14371:1:1;500:14372:1:1;500:14373:1:1;500:14374:1:1;500:14375:1:1;500:14376:1:1;500:14377:1:1;500:14378:1:1;500:14379:1:1;1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;1:14380:1:1;1:14381:1:1;1:14382:1:1;1:14383:1:1;1:14384:1:1;1:14385:1:1;1:14386:1:1;1:14387:1:1;1:14388:1:1;1:14389:1:1
6074,10000,0,1,1:14280:1:1;1:14281:1:1;1:14282:1:1;1:14283:1:1;1:14284:1:1;1:14285:1:1;1:14286:1:1;1:14287:1:1;1:14288:1:1;1:14289:1:1;1:14330:1:1;1:14331:1:1;1:14332:1:1;1:14333:1:1;1:14334:1:1;1:14335:1:1;1:14336:1:1;1:14337:1:1;1:14338:1:1;1:14339:1:1;1:14380:1:1;1:14381:1:1;1:14382:1:1;1:14383:1:1;1:14384:1:1;1:14385:1:1;1:14386:1:1;1:14387:1:1;1:14388:1:1;1:14389:1:1
6075,10000,0,1,2000:14200:1:1;2000:14201:1:1;2000:14202:1:1;2000:14203:1:1;2000:14204:1:1;2000:14205:1:1;2000:14206:1:1;2000:14207:1:1;2000:14208:1:1;2000:14209:1:1;3000:14210:1:1;3000:14211:1:1;3000:14212:1:1;3000:14213:1:1;3000:14214:1:1;3000:14215:1:1;3000:14216:1:1;3000:14217:1:1;3000:14218:1:1;3000:14219:1:1;3000:14220:1:1;3000:14221:1:1;3000:14222:1:1;3000:14223:1:1;3000:14224:1:1;3000:14225:1:1;3000:14226:1:1;3000:14227:1:1;3000:14228:1:1;3000:14229:1:1;2000:14230:1:1;2000:14231:1:1;2000:14232:1:1;2000:14233:1:1;2000:14234:1:1;2000:14235:1:1;2000:14236:1:1;2000:14237:1:1;2000:14238:1:1;2000:14239:1:1;3000:14390:1:1;3000:14391:1:1;3000:14392:1:1;3000:14393:1:1;3000:14394:1:1;3000:14395:1:1;3000:14396:1:1;3000:14397:1:1;3000:14398:1:1;3000:14399:1:1;2500:14400:1:1;2500:14401:1:1;2500:14402:1:1;2500:14403:1:1;2500:14404:1:1;2500:14405:1:1;2500:14406:1:1;2500:14407:1:1;2500:14408:1:1;2500:14409:1:1;1500:14410:1:1;1500:14411:1:1;1500:14412:1:1;1500:14413:1:1;1500:14414:1:1;1500:14415:1:1;1500:14416:1:1;1500:14417:1:1;1500:14418:1:1;1500:14419:1:1;500:14420:1:1;500:14421:1:1;500:14422:1:1;500:14423:1:1;500:14424:1:1;500:14425:1:1;500:14426:1:1;500:14427:1:1;500:14428:1:1;500:14429:1:1;1:14430:1:1;1:14431:1:1;1:14432:1:1;1:14433:1:1;1:14434:1:1;1:14435:1:1;1:14436:1:1;1:14437:1:1;1:14438:1:1;1:14439:1:1;
6076,10000,0,1,3000:14390:1:1;3000:14391:1:1;3000:14392:1:1;3000:14393:1:1;3000:14394:1:1;3000:14395:1:1;3000:14396:1:1;3000:14397:1:1;3000:14398:1:1;3000:14399:1:1;2500:14400:1:1;2500:14401:1:1;2500:14402:1:1;2500:14403:1:1;2500:14404:1:1;2500:14405:1:1;2500:14406:1:1;2500:14407:1:1;2500:14408:1:1;2500:14409:1:1;1500:14410:1:1;1500:14411:1:1;1500:14412:1:1;1500:14413:1:1;1500:14414:1:1;1500:14415:1:1;1500:14416:1:1;1500:14417:1:1;1500:14418:1:1;1500:14419:1:1;500:14420:1:1;500:14421:1:1;500:14422:1:1;500:14423:1:1;500:14424:1:1;500:14425:1:1;500:14426:1:1;500:14427:1:1;500:14428:1:1;500:14429:1:1;1:14430:1:1;1:14431:1:1;1:14432:1:1;1:14433:1:1;1:14434:1:1;1:14435:1:1;1:14436:1:1;1:14437:1:1;1:14438:1:1;1:14439:1:1;
6077,10000,0,1,1:14430:1:1;1:14431:1:1;1:14432:1:1;1:14433:1:1;1:14434:1:1;1:14435:1:1;1:14436:1:1;1:14437:1:1;1:14438:1:1;1:14439:1:1;
6121,10000,1,1,10000:109:1:1
6122,10000,1,1,10000:109:1:1
6123,10000,1,1,10000:109:1:1;
6124,10000,1,1,10000:113:1:1;
6125,10000,1,1,10000:113:1:1;
6126,10000,1,1,10000:110:1:1;
6127,10000,1,1,10000:109:1:1;
6128,10000,1,1,10000:12840:5:5
6129,10000,1,1,10000:5:10000:10000;
6130,10000,1,1,10000:5004:1:1;
6131,10000,1,1,10000:11:30000:30000;
6132,10000,1,1,10000:113:1:1;
6133,10000,1,1,10000:7004:1:1;
6134,10000,1,1,10000:110:1:1;
6135,10000,1,1,10000:12840:5:5
6136,10000,1,1,10000:17:1000:1000
6137,10000,1,1,10000:109:1:1;
6138,10000,1,1,10000:113:1:1;
6139,10000,1,1,10000:6004:1:1;
6140,10000,1,1,10000:110:1:1;
6141,10000,1,1,10000:113:1:1;
6142,10000,1,1,10000:12840:5:5
6143,10000,1,1,10000:19:5000:5000;
6144,10000,1,1,10000:113:1:1;
6145,10000,1,1,10000:115:1:1;
6146,10000,1,1,10000:113:1:1;
6147,10000,1,1,10000:110:1:1;
6148,10000,1,1,10000:522:1:1;
6149,10000,1,1,10000:113:1:1;
6150,10000,1,1,10000:115:1:1;
6151,10000,1,1,10000:9005:1:1;
6152,10000,1,1,10000:494:20:20
6153,10000,1,1,10000:12840:5:5
6154,10000,1,1,10000:115:1:1;
6155,10000,1,1,10000:19:9000:9000;
6156,10000,1,1,10000:5006:1:1;
6157,10000,1,1,10000:113:1:1;
6158,10000,1,1,10000:514:3:3;
6159,10000,1,1,10000:495:5:5;
6160,10000,1,1,10000:512:5:5;
6161,10000,1,1,10000:12840:5:5;
6162,10000,1,1,10000:19:9000:9000;
6163,10000,1,1,10000:8006:1:1;
6164,10000,1,1,10000:115:1:1;
6165,10000,1,1,10000:522:1:1;
6166,10000,1,1,10000:517:2:2
6167,10000,1,1,10000:101:2:2
6168,10000,1,1,10000:494:10:10
6169,10000,1,1,10000:115:2:2;
6170,10000,1,1,10000:12840:5:5
6171,10000,1,1,10000:607:1:1
6172,10000,1,1,10000:11:50000:50000
6173,10000,1,1,10000:512:5:5
6174,10000,1,1,10000:522:1:1;
6175,10000,1,1,10000:517:2:2
6176,10000,1,1,10000:101:2:2
6177,10000,1,1,10000:494:10:10
6178,10000,1,1,10000:115:2:2;
6179,10000,1,1,10000:12840:5:5
6180,10000,1,1,10000:607:1:1
6181,10000,1,1,10000:495:2:2
6182,10000,1,1,10000:115:2:2;
6183,10000,1,1,10000:522:1:1;
6184,10000,1,1,10000:517:2:2
6185,10000,1,1,10000:101:2:2
6186,10000,1,1,10000:494:10:10
6187,10000,1,1,10000:12840:5:5
6188,10000,1,1,10000:114:1:1
6189,10000,1,1,10000:607:1:1
6190,10000,1,1,10000:495:2:2
6191,10000,1,1,10000:115:2:2;
6192,10000,1,1,10000:522:1:1;
6193,10000,1,1,10000:517:2:2
6194,10000,1,1,10000:101:2:2
6195,10000,1,1,10000:494:10:10
6196,10000,1,1,10000:12840:5:5
6197,10000,1,1,10000:114:1:1
6198,10000,1,1,10000:607:1:1
6199,10000,1,1,10000:101:10:10
6200,10000,1,1,10000:115:2:2;
6201,10000,1,1,10000:522:1:1;
6202,10000,1,1,10000:517:2:2
6203,10000,1,1,10000:101:2:2
6204,10000,1,1,10000:494:10:10
6205,10000,1,1,10000:12840:5:5
6206,10000,1,1,10000:114:1:1
6207,10000,1,1,10000:607:1:1
6208,10000,1,1,10000:495:2:2
6209,10000,1,1,10000:115:2:2;
6210,10000,1,1,10000:522:1:1;
6211,10000,1,1,10000:517:2:2
6212,10000,1,1,10000:101:2:2
6213,10000,1,1,10000:494:10:10
6214,10000,1,1,10000:12840:5:5
6215,10000,1,1,10000:114:1:1
6216,10000,1,1,10000:607:1:1
6217,10000,1,1,10000:110:1:1
6218,10000,1,1,10000:115:2:2;
6219,10000,1,1,10000:522:1:1;
6220,10000,1,1,10000:517:2:2
6221,10000,1,1,10000:101:2:2
6222,10000,1,1,10000:494:10:10
6223,10000,1,1,10000:12840:5:5
6224,10000,1,1,10000:102:2:2
6225,10000,1,1,10000:607:1:1
6226,10000,1,1,10000:495:2:2
6227,10000,1,1,10000:115:2:2;
6228,10000,1,1,10000:522:1:1;
6229,10000,1,1,10000:517:2:2
6230,10000,1,1,10000:101:2:2
6231,10000,1,1,10000:494:10:10
6232,10000,1,1,10000:12840:5:5
6233,10000,1,1,10000:102:2:2
6234,10000,1,1,10000:607:1:1
6235,10000,1,1,10000:495:2:2
6236,10000,1,1,10000:115:2:2;
6237,10000,1,1,10000:522:1:1;
6238,10000,1,1,10000:517:2:2
6239,10000,1,1,10000:101:2:2
6240,10000,1,1,10000:494:10:10
6241,10000,1,1,10000:115:2:2;
6242,10000,1,1,10000:12840:5:5
6243,10000,1,1,10000:607:1:1
6244,10000,1,1,10000:495:2:2
6245,10000,1,1,10000:115:2:2;
6246,10000,1,1,10000:522:1:1;
6247,10000,1,1,10000:517:2:2
6248,10000,1,1,10000:101:2:2
6249,10000,1,1,10000:494:20:20
6250,10000,1,1,10000:115:3:3;
6251,10000,1,1,10000:12840:5:5
6252,10000,1,1,10000:607:1:1
6253,10000,1,1,10000:496:2:2
6254,10000,1,1,10000:115:2:2
6255,10000,1,1,10000:522:1:1;
6256,10000,1,1,10000:517:2:2
6257,10000,1,1,10000:101:2:2
6258,10000,1,1,10000:494:20:20
6259,10000,1,1,10000:115:3:3;
6260,10000,1,1,10000:12840:5:5
6261,10000,1,1,10000:607:1:1
6262,10000,1,1,10000:496:2:2
6263,10000,1,1,10000:115:2:2;
6264,10000,1,1,10000:522:1:1;
6265,10000,1,1,10000:517:2:2
6266,10000,1,1,10000:101:2:2
6267,10000,1,1,10000:494:20:20
6268,10000,1,1,10000:115:3:3;
6269,10000,1,1,10000:12840:5:5
6270,10000,1,1,10000:607:1:1
6271,10000,1,1,10000:496:2:2
6272,10000,1,1,10000:115:2:2;
6273,10000,1,1,10000:522:1:1;
6274,10000,1,1,10000:517:2:2
6275,10000,1,1,10000:101:2:2
6276,10000,1,1,10000:494:20:20
6277,10000,1,1,10000:115:3:3;
6278,10000,1,1,10000:12840:5:5
6279,10000,1,1,10000:607:1:1
6280,10000,1,1,10000:496:2:2
6281,10000,1,1,10000:115:2:2;
6282,10000,1,1,10000:522:1:1;
6283,10000,1,1,10000:517:2:2
6284,10000,1,1,10000:101:2:2
6285,10000,1,1,10000:494:20:20
6286,10000,1,1,10000:115:3:3;
6287,10000,1,1,10000:12840:5:5
6288,10000,1,1,10000:607:1:1
6289,10000,1,1,10000:496:2:2
6290,10000,1,1,10000:115:2:2;
6291,10000,1,1,10000:522:1:1;
6292,10000,1,1,10000:517:2:2
6293,10000,1,1,10000:101:2:2
6294,10000,1,1,10000:494:20:20
6295,10000,1,1,10000:115:3:3;
6296,10000,1,1,10000:12840:5:5
6297,10000,1,1,10000:607:1:1
6298,10000,1,1,10000:496:2:2
6299,10000,1,1,10000:115:2:2;
6300,10000,1,1,10000:522:1:1;
6301,10000,1,1,10000:517:2:2
6302,10000,1,1,10000:101:2:2
6303,10000,1,1,10000:494:20:20
6304,10000,1,1,10000:115:3:3;
6305,10000,1,1,10000:12840:5:5
6306,10000,1,1,10000:607:1:1
6307,10000,1,1,10000:496:2:2
6308,10000,1,1,10000:115:2:2;
6309,10000,1,1,10000:522:1:1;
6310,10000,1,1,10000:517:2:2
6311,10000,1,1,10000:101:2:2
6312,10000,1,1,10000:494:20:20
6313,10000,1,1,10000:115:3:3;
6314,10000,1,1,10000:12840:5:5
6315,10000,1,1,10000:607:1:1
6316,10000,1,1,10000:496:2:2
6317,10000,1,1,10000:115:2:2;
6318,10000,1,1,10000:522:1:1;
6319,10000,1,1,10000:517:2:2
6320,10000,1,1,10000:101:2:2
6321,10000,1,1,10000:494:20:20
6322,10000,1,1,10000:115:3:3;
6323,10000,1,1,10000:12840:5:5
6324,10000,1,1,10000:607:1:1
6325,10000,1,1,10000:496:2:2
6326,10000,1,1,10000:115:2:2;
6327,10000,1,1,10000:522:1:1;
6328,10000,1,1,10000:12840:5:5
6329,10000,1,1,10000:5:2000:2000
6330,10000,1,1,10000:13036:1:1
6331,10000,1,1,10000:807:1:1;10000:19:9000:9000;10000:116:5:5
6332,10000,1,1,10000:7006:1:1
6333,10000,1,1,10000:110:1:1;
6334,10000,1,1,10000:115:5:5
6335,10000,1,1,10000:12122:1:1
8000,10000,1,1,10000:13038:1:1
8001,10000,1,1,10000:13039:1:1
8002,10000,1,1,10000:13123:1:1;10000:13153:1:1
8003,10000,1,1,10000:13124:1:1;10000:13154:1:1
8004,10000,1,1,10000:13121:1:1
8005,10000,1,1,10000:13122:1:1
8006,10000,1,1,10000:13108:1:1
8007,10000,1,1,10000:13109:1:1
8008,10000,1,1,10000:13157:1:1;10000:13167:1:1
8009,10000,1,1,10000:13156:1:1;10000:13166:1:1
8010,10000,1,1,10000:13159:1:1;10000:13169:1:1
8011,10000,1,1,10000:13158:1:1;10000:13168:1:1
6336,10000,1,1,10000:517:2:2
6337,10000,1,1,10000:101:2:2
6338,10000,1,1,10000:494:20:20
6339,10000,1,1,10000:115:3:3;
6340,10000,1,1,10000:12840:5:5
6341,10000,1,1,10000:607:1:1
6342,10000,1,1,10000:496:2:2
6343,10000,1,1,10000:115:2:2;
6344,10000,1,1,10000:522:1:1;
6345,10000,1,1,10000:517:2:2
6346,10000,1,1,10000:101:2:2
6347,10000,1,1,10000:494:20:20
6348,10000,1,1,10000:115:3:3;
6349,10000,1,1,10000:12840:5:5
6350,10000,1,1,10000:607:1:1
6351,10000,1,1,10000:496:2:2
6352,10000,1,1,10000:115:2:2;
6353,10000,1,1,10000:522:1:1;
6354,10000,1,1,10000:517:2:2
6355,10000,1,1,10000:101:2:2
6356,10000,1,1,10000:494:20:20
6357,10000,1,1,10000:115:3:3;
6358,10000,1,1,10000:12840:5:5
6359,10000,1,1,10000:607:1:1
6360,10000,1,1,10000:496:2:2
6361,10000,1,1,10000:115:2:2;
6362,10000,1,1,10000:522:1:1;
6363,10000,1,1,10000:517:2:2
6364,10000,1,1,10000:101:2:2
6365,10000,1,1,10000:494:20:20
6366,10000,1,1,10000:115:3:3;
6367,10000,1,1,10000:12840:5:5
6368,10000,1,1,10000:607:1:1
6369,10000,1,1,10000:496:2:2
6370,10000,1,1,10000:115:2:2;
6371,10000,1,1,10000:522:1:1;
6372,10000,1,1,10000:517:2:2
6373,10000,1,1,10000:101:2:2
6374,10000,1,1,10000:494:20:20
6375,10000,1,1,10000:115:3:3;
6376,10000,1,1,10000:12840:5:5
6377,10000,1,1,10000:607:1:1
6378,10000,1,1,10000:496:2:2
6379,10000,1,1,10000:115:2:2;
6380,10000,1,1,10000:522:1:1;
6381,10000,1,1,10000:517:2:2
6382,10000,1,1,10000:101:2:2
6383,10000,1,1,10000:494:20:20
6384,10000,1,1,10000:115:3:3;
6385,10000,1,1,10000:12840:5:5
6386,10000,1,1,10000:607:1:1
6387,10000,1,1,10000:496:2:2
6388,10000,1,1,10000:115:2:2;
6389,10000,1,1,10000:522:1:1;
6390,10000,1,1,10000:517:2:2
6391,10000,1,1,10000:101:2:2
6392,10000,1,1,10000:494:20:20
6393,10000,1,1,10000:115:3:3;
6394,10000,1,1,10000:12840:5:5
6395,10000,1,1,10000:607:1:1
6396,10000,1,1,10000:496:2:2
6397,10000,1,1,10000:115:2:2;
6398,10000,1,1,10000:522:1:1;
6399,10000,1,1,10000:517:2:2
6400,10000,1,1,10000:101:2:2
6401,10000,1,1,10000:494:20:20
6402,10000,1,1,10000:115:3:3;
6403,10000,1,1,10000:12840:5:5
6404,10000,1,1,10000:607:1:1
6405,10000,1,1,10000:496:2:2
6406,10000,1,1,10000:115:2:2;
6407,10000,1,1,10000:522:1:1;
6408,10000,1,1,10000:517:2:2
6409,10000,1,1,10000:101:2:2
6410,10000,1,1,10000:494:20:20
6411,10000,1,1,10000:115:3:3;
6412,10000,1,1,10000:12840:5:5
6413,10000,1,1,10000:607:1:1
6414,10000,1,1,10000:496:2:2
6415,10000,1,1,10000:115:2:2;
6416,10000,1,1,10000:522:1:1;
6417,10000,1,1,10000:14015:15:15
6418,10000,1,1,10000:14015:30:30;10000:14016:5:5
6419,10000,1,1,10000:14036:15:15
6420,10000,1,1,10000:14036:30:30;10000:14037:5:5
6421,10000,1,1,10000:14036:60:60;10000:14037:10:10;10000:14038:1:1
6422,10000,1,1,10000:14090:15:15
6423,10000,1,1,10000:14090:30:30;10000:14091:5:5
6424,10000,1,1,10000:14090:60:60;10000:14091:10:10;10000:14092:1:1
6425,10000,1,1,10000:153:98:98;10000:115:2:2;10000:116:2:2;10000:1:18888:18888
6426,10000,1,1,10000:153:188:188;10000:115:2:2;10000:116:2:2;10000:1:28888:28888
6427,10000,1,1,10000:153:288:288;10000:115:5:5;10000:116:5:5;10000:1:66666:66666
6428,10000,1,1,10000:153:388:388;10000:115:10:10;10000:116:10:10;10000:1:88888:88888
6429,10000,1,1,10000:153:588:588;10000:115:2:2;10000:116:2:2;10000:1:28888:28888
6430,10000,0,1,100:132:1:1;8000:133:1:1;1000:134:1:1;1000:135:1:1;500:513:1:1;10000:514:1:1;2000:522:1:1;1000:531:1:1;200:1007:1:1;200:1507:1:1;200:2007:1:1;200:3007:1:1;200:4007:1:1;500:5007:1:1;500:6007:1:1;500:7007:1:1;500:8007:1:1;500:9007:1:1;6000:12113:1:1;6000:12114:1:1;6000:12115:1:1;6000:12116:1:1;6000:12117:1:1;6000:12118:1:1;6000:12119:1:1;6000:12120:1:1;6000:12121:1:1;6000:12122:1:1;6000:12123:1:1;6000:12124:1:1;6000:12125:1:1;6000:12126:1:1;6000:12127:1:1;6000:12128:1:1;6000:12129:1:1;6000:12130:1:1;
6431,10000,0,1,100:132:1:1;8000:137:1:1;2000:134:1:1;2000:135:1:1;2000:513:1:1;6000:514:5:5;7000:522:1:1;20000:531:2:2;500:1007:1:1;500:1507:1:1;500:2007:1:1;500:3007:1:1;500:4007:1:1;1000:5007:1:1;1000:6007:1:1;1000:7007:1:1;1000:8007:1:1;1000:9007:1:1;500:12113:1:1;500:12114:1:1;500:12115:1:1;500:12116:1:1;500:12117:1:1;500:12118:1:1;500:12119:1:1;500:12120:1:1;500:12121:1:1;500:12122:1:1;500:12123:1:1;500:12124:1:1;500:12125:1:1;500:12126:1:1;500:12127:1:1;500:12128:1:1;500:12129:1:1;500:12130:1:1;
6432,10000,0,1,1000:133:1:1;50:513:1:1;2000:522:1:1;2000:531:1:1;1000:517:1:1;2000:166:1:1;
6433,10000,0,1,3000:133:1:1;5000:522:1:1;2000:531:1:1;20000:169:1:1;20000:170:1:1;20000:171:1:1;600:12113:1:1;600:12114:1:1;600:12115:1:1;600:12116:1:1;600:12117:1:1;600:12118:1:1;600:12119:1:1;600:12120:1:1;600:12121:1:1;600:12122:1:1;600:12123:1:1;600:12124:1:1;600:12125:1:1;600:12126:1:1;600:12127:1:1;600:12128:1:1;600:12129:1:1;600:12130:1:1;
6434,10000,1,1,10000:2:1:1
6435,10000,1,1,10000:1:1:1
6436,10000,1,1,10000:528:10:10
6437,10000,1,1,10000:529:10:10
6438,10000,1,1,10000:100:200:200
6439,10000,1,1,10000:110:50:50
6440,10000,1,1,10000:703:1:1
6441,10000,1,1,10000:176:1:1;10000:177:188:188
6442,10000,1,1,10000:176:1:1;10000:177:520:520
6443,10000,1,1,10000:180:1:1;10000:183:20:20
6444,10000,1,1,10000:181:1:1;10000:183:20:20
6445,10000,1,1,10000:182:1:1;10000:183:20:20
6446,10000,1,1,10000:179:1:1;10000:183:20:20
6447,10000,1,1,10000:2:1000:1000;10000:12191:1:1;10000:100:20:20
6448,10000,1,1,10000:2:1000:1000;10000:12191:1:1;10000:100:25:25;10000:846:1:1
6449,10000,1,1,10000:2:1000:1000;10000:12191:1:1;10000:100:30:30;10000:846:1:1;10000:110:20:20
6450,10000,1,1,10000:2:1000:1000;10000:12191:1:1;10000:100:35:35;10000:846:1:1;10000:110:25:25
6451,10000,1,1,10000:2:1000:1000;10000:12191:1:1;10000:100:40:40;10000:846:1:1;10000:110:30:30;10000:609:1:1
6452,10000,1,1,10000:2:1000:1000;10000:12191:1:1;10000:100:50:50;10000:846:1:1;10000:110:35:35;10000:609:1:1
6453,10000,1,1,10000:517:2:2
6454,10000,1,1,10000:101:2:2
6455,10000,1,1,10000:494:20:20
6456,10000,1,1,10000:115:3:3;
6457,10000,1,1,10000:12840:5:5
6458,10000,1,1,10000:607:1:1
6459,10000,1,1,10000:496:2:2
6460,10000,1,1,10000:115:2:2;
6461,10000,1,1,10000:522:1:1;
6462,10000,1,1,10000:517:2:2
6463,10000,1,1,10000:101:2:2
6464,10000,1,1,10000:494:20:20
6465,10000,1,1,10000:115:3:3;
6466,10000,1,1,10000:12840:5:5
6467,10000,1,1,10000:607:1:1
6468,10000,1,1,10000:496:2:2
6469,10000,1,1,10000:115:2:2;
6470,10000,1,1,10000:522:1:1;
6471,10000,1,1,10000:517:2:2
6472,10000,1,1,10000:101:2:2
6473,10000,1,1,10000:494:20:20
6474,10000,1,1,10000:115:3:3;
6475,10000,1,1,10000:12840:5:5
6476,10000,1,1,10000:607:1:1
6477,10000,1,1,10000:496:2:2
6478,10000,1,1,10000:115:2:2;
6479,10000,1,1,10000:522:1:1;
6480,10000,1,1,10000:517:2:2
6481,10000,1,1,10000:101:2:2
6482,10000,1,1,10000:494:20:20
6483,10000,1,1,10000:115:3:3;
6484,10000,1,1,10000:12840:5:5
6485,10000,1,1,10000:607:1:1
6486,10000,1,1,10000:496:2:2
6487,10000,1,1,10000:115:2:2;
6488,10000,1,1,10000:522:1:1;
6489,10000,1,1,10000:517:2:2
6490,10000,1,1,10000:101:2:2
6491,10000,1,1,10000:494:20:20
6492,10000,1,1,10000:115:3:3;
6493,10000,1,1,10000:12840:5:5
6494,10000,1,1,10000:607:1:1
6495,10000,1,1,10000:496:2:2
6496,10000,1,1,10000:115:2:2;
6497,10000,1,1,10000:522:1:1;
6498,10000,1,1,10000:517:2:2
6499,10000,1,1,10000:101:2:2
6500,10000,1,1,10000:494:20:20
6501,10000,1,1,10000:115:3:3;
6502,10000,1,1,10000:12840:5:5
6503,10000,1,1,10000:607:1:1
6504,10000,1,1,10000:496:2:2
6505,10000,1,1,10000:115:2:2;
6506,10000,1,1,10000:522:1:1;
6507,10000,1,1,10000:517:2:2
6508,10000,1,1,10000:101:2:2
6509,10000,1,1,10000:494:20:20
6510,10000,1,1,10000:115:3:3;
6511,10000,1,1,10000:12840:5:5
6512,10000,1,1,10000:607:1:1
6513,10000,1,1,10000:496:2:2
6514,10000,1,1,10000:115:2:2;
6515,10000,1,1,10000:522:1:1;
6516,10000,1,1,10000:517:2:2
6517,10000,1,1,10000:101:2:2
6518,10000,1,1,10000:494:20:20
6519,10000,1,1,10000:115:3:3;
6520,10000,1,1,10000:12840:5:5
6521,10000,1,1,10000:607:1:1
6522,10000,1,1,10000:496:2:2
6523,10000,1,1,10000:115:2:2;
6524,10000,1,1,10000:522:1:1;
6525,10000,1,1,10000:517:2:2
6526,10000,1,1,10000:101:2:2
6527,10000,1,1,10000:494:20:20
6528,10000,1,1,10000:115:3:3;
6529,10000,1,1,10000:12840:5:5
6530,10000,1,1,10000:607:1:1
6531,10000,1,1,10000:496:2:2
6532,10000,1,1,10000:115:2:2;
6533,10000,1,1,10000:522:1:1;
6534,10000,1,1,10000:190:1:1
6535,10000,1,1,10000:2:1000:1000
6536,10000,1,1,10000:2:1000:1000;10000:12191:1:1;10000:100:50:50;10000:846:1:1;10000:110:35:35;10000:610:1:1
6537,10000,1,1,10000:2:1000:1000;10000:12191:1:1;10000:100:50:50;10000:846:1:1;10000:110:35:35;10000:610:1:1
6538,10000,1,1,10000:2:1:1
6539,10000,1,1,10000:1:1:1
6540,10000,1,1,10000:2:10:10
6541,10000,1,1,10000:2:3000:3000
6542,10000,1,1,10000:13174:1:1;10000:13164:1:1
6543,10000,1,1,10000:13175:1:1;10000:13165:1:1
6544,10000,1,1,10000:531:5:5;10000:125:1:1;10000:684:1:1;10000:15068:1:1;
6545,10000,1,1,10000:100:10:10;10000:126:1:1;10000:684:1:1;10000:15069:1:1;
6546,10000,1,1,10000:110:10:10;10000:127:1:1;10000:684:1:1;10000:15070:1:1;
6547,10000,1,1,10000:12149:1:1;10000:129:1:1;10000:684:1:1;10000:15071:1:1;
6548,10000,1,1,10000:100:15:15;10000:130:1:1;10000:685:1:1;10000:15072:1:1;
6549,10000,1,1,10000:12136:1:1;10000:131:1:1;10000:685:1:1;10000:15073:1:1;
6550,10000,1,1,10000:110:11:11;10000:133:1:1;10000:685:1:1;10000:15074:1:1;
6551,10000,1,1,10000:12149:1:1;10000:134:1:1;10000:685:1:1;10000:15075:1:1;
6552,10000,1,1,10000:100:20:20;10000:135:1:1;10000:686:1:1;10000:15076:1:1;
6553,10000,1,1,10000:12136:1:1;10000:137:1:1;10000:686:1:1;
6554,10000,1,1,10000:110:12:12;10000:133:1:1;10000:117:10:10;10000:15078:1:1;
6555,10000,1,1,10000:12149:1:1;10000:134:1:1;10000:117:10:10;10000:15079:1:1;
6556,10000,1,1,10000:100:25:25;10000:135:1:1;10000:117:10:10;10000:15080:1:1;
6557,10000,1,1,10000:12136:1:1;10000:133:1:1;10000:117:10:10;10000:15081:1:1;
