固定ID,SP消耗,技能ID,技能等级
12139055,16,12139,55
12139056,17,12139,56
12139057,17,12139,57
12139058,17,12139,58
12139059,17,12139,59
12139060,17,12139,60
12139061,18,12139,61
12139062,18,12139,62
12139063,18,12139,63
12139064,18,12139,64
12139065,19,12139,65
12139066,19,12139,66
12139067,19,12139,67
12139068,19,12139,68
12139069,19,12139,69
12139070,20,12139,70
12139071,20,12139,71
12139072,20,12139,72
12139073,20,12139,73
12139074,21,12139,74
12139075,21,12139,75
12139076,21,12139,76
12139077,21,12139,77
12139078,21,12139,78
12139079,22,12139,79
12139080,22,12139,80
12139081,22,12139,81
12139082,22,12139,82
12139083,23,12139,83
12139084,23,12139,84
12139085,23,12139,85
12139086,23,12139,86
12139087,23,12139,87
12139088,24,12139,88
12139089,24,12139,89
12139090,24,12139,90
12139091,24,12139,91
12139092,25,12139,92
12139093,25,12139,93
12139094,25,12139,94
12139095,25,12139,95
12139096,25,12139,96
12139097,26,12139,97
12139098,26,12139,98
12139099,26,12139,99
12139100,26,12139,100
12140001,5,12140,1
12140002,5,12140,2
12140003,5,12140,3
12140004,5,12140,4
12140005,5,12140,5
12140006,6,12140,6
12140007,6,12140,7
12140008,6,12140,8
12140009,6,12140,9
12140010,6,12140,10
12140011,7,12140,11
12140012,7,12140,12
12140013,7,12140,13
12140014,7,12140,14
12140015,8,12140,15
12140016,8,12140,16
12140017,8,12140,17
12140018,8,12140,18
12140019,8,12140,19
12140020,9,12140,20
12140021,9,12140,21
12140022,9,12140,22
12140023,9,12140,23
12140024,10,12140,24
12140025,10,12140,25
12140026,10,12140,26
12140027,10,12140,27
12140028,10,12140,28
12140029,11,12140,29
12140030,11,12140,30
12140031,11,12140,31
12140032,11,12140,32
12140033,12,12140,33
12140034,12,12140,34
12140035,12,12140,35
12140036,12,12140,36
12140037,12,12140,37
12140038,13,12140,38
12140039,13,12140,39
12140040,13,12140,40
12140041,13,12140,41
12140042,14,12140,42
12140043,14,12140,43
12140044,14,12140,44
12140045,14,12140,45
12140046,14,12140,46
12140047,15,12140,47
12140048,15,12140,48
12140049,15,12140,49
12140050,15,12140,50
12140051,16,12140,51
12140052,16,12140,52
12140053,16,12140,53
12140054,16,12140,54
12140055,16,12140,55
12140056,17,12140,56
12140057,17,12140,57
12140058,17,12140,58
12140059,17,12140,59
12140060,17,12140,60
12140061,18,12140,61
12140062,18,12140,62
12140063,18,12140,63
12140064,18,12140,64
12140065,19,12140,65
12140066,19,12140,66
12140067,19,12140,67
12140068,19,12140,68
12140069,19,12140,69
12140070,20,12140,70
12140071,20,12140,71
12140072,20,12140,72
12140073,20,12140,73
12140074,21,12140,74
12140075,21,12140,75
12140076,21,12140,76
12140077,21,12140,77
12140078,21,12140,78
12140079,22,12140,79
12140080,22,12140,80
12140081,22,12140,81
12140082,22,12140,82
12140083,23,12140,83
12140084,23,12140,84
12140085,23,12140,85
12140086,23,12140,86
12140087,23,12140,87
12140088,24,12140,88
12140089,24,12140,89
12140090,24,12140,90
12140091,24,12140,91
12140092,25,12140,92
12140093,25,12140,93
12140094,25,12140,94
12140095,25,12140,95
12140096,25,12140,96
12140097,26,12140,97
12140098,26,12140,98
12140099,26,12140,99
12140100,26,12140,100
12241001,5,12241,1
12241002,5,12241,2
12241003,5,12241,3
12241004,5,12241,4
12241005,5,12241,5
12241006,6,12241,6
12241007,6,12241,7
12241008,6,12241,8
12241009,6,12241,9
12241010,6,12241,10
12241011,7,12241,11
12241012,7,12241,12
12241013,7,12241,13
12241014,7,12241,14
12241015,8,12241,15
12241016,8,12241,16
12241017,8,12241,17
12241018,8,12241,18
12241019,8,12241,19
12241020,9,12241,20
12241021,9,12241,21
12241022,9,12241,22
12241023,9,12241,23
12241024,10,12241,24
12241025,10,12241,25
12241026,10,12241,26
12241027,10,12241,27
12241028,10,12241,28
12241029,11,12241,29
12241030,11,12241,30
12241031,11,12241,31
12241032,11,12241,32
12241033,12,12241,33
12241034,12,12241,34
12241035,12,12241,35
12241036,12,12241,36
12241037,12,12241,37
12241038,13,12241,38
12241039,13,12241,39
12241040,13,12241,40
12241041,13,12241,41
12241042,14,12241,42
12241043,14,12241,43
12241044,14,12241,44
12241045,14,12241,45
12241046,14,12241,46
12241047,15,12241,47
12241048,15,12241,48
12241049,15,12241,49
12241050,15,12241,50
12241051,16,12241,51
12241052,16,12241,52
12241053,16,12241,53
12241054,16,12241,54
12241055,16,12241,55
12241056,17,12241,56
12241057,17,12241,57
12241058,17,12241,58
12241059,17,12241,59
12241060,17,12241,60
12241061,18,12241,61
12241062,18,12241,62
12241063,18,12241,63
12241064,18,12241,64
12241065,19,12241,65
12241066,19,12241,66
12241067,19,12241,67
12241068,19,12241,68
12241069,19,12241,69
12241070,20,12241,70
12241071,20,12241,71
12241072,20,12241,72
12241073,20,12241,73
12241074,21,12241,74
12241075,21,12241,75
12241076,21,12241,76
12241077,21,12241,77
12241078,21,12241,78
12241079,22,12241,79
12241080,22,12241,80
12241081,22,12241,81
12241082,22,12241,82
12241083,23,12241,83
12241084,23,12241,84
12241085,23,12241,85
12241086,23,12241,86
12241087,23,12241,87
12241088,24,12241,88
12241089,24,12241,89
12241090,24,12241,90
12241091,24,12241,91
12241092,25,12241,92
12241093,25,12241,93
12241094,25,12241,94
12241095,25,12241,95
12241096,25,12241,96
12241097,26,12241,97
12241098,26,12241,98
12241099,26,12241,99
12241100,26,12241,100
12242001,5,12242,1
12242002,5,12242,2
12242003,5,12242,3
12242004,5,12242,4
12242005,5,12242,5
12242006,6,12242,6
12242007,6,12242,7
12242008,6,12242,8
12242009,6,12242,9
12242010,6,12242,10
12242011,7,12242,11
12242012,7,12242,12
12242013,7,12242,13
12242014,7,12242,14
12242015,8,12242,15
12242016,8,12242,16
12242017,8,12242,17
12242018,8,12242,18
12242019,8,12242,19
12242020,9,12242,20
12242021,9,12242,21
12242022,9,12242,22
12242023,9,12242,23
12242024,10,12242,24
12242025,10,12242,25
12242026,10,12242,26
12242027,10,12242,27
12242028,10,12242,28
12242029,11,12242,29
12242030,11,12242,30
12242031,11,12242,31
12242032,11,12242,32
12242033,12,12242,33
12242034,12,12242,34
12242035,12,12242,35
12242036,12,12242,36
12242037,12,12242,37
12242038,13,12242,38
12242039,13,12242,39
12242040,13,12242,40
12242041,13,12242,41
12242042,14,12242,42
12242043,14,12242,43
12242044,14,12242,44
12242045,14,12242,45
12242046,14,12242,46
12242047,15,12242,47
12242048,15,12242,48
12242049,15,12242,49
12242050,15,12242,50
12242051,16,12242,51
12242052,16,12242,52
12242053,16,12242,53
12242054,16,12242,54
12242055,16,12242,55
12242056,17,12242,56
12242057,17,12242,57
12242058,17,12242,58
12242059,17,12242,59
12242060,17,12242,60
12242061,18,12242,61
12242062,18,12242,62
12242063,18,12242,63
12242064,18,12242,64
12242065,19,12242,65
12242066,19,12242,66
12242067,19,12242,67
12242068,19,12242,68
12242069,19,12242,69
12242070,20,12242,70
12242071,20,12242,71
12242072,20,12242,72
12242073,20,12242,73
12242074,21,12242,74
12242075,21,12242,75
12242076,21,12242,76
12242077,21,12242,77
12242078,21,12242,78
12242079,22,12242,79
12242080,22,12242,80
12242081,22,12242,81
12242082,22,12242,82
12242083,23,12242,83
12242084,23,12242,84
12242085,23,12242,85
12242086,23,12242,86
12242087,23,12242,87
12242088,24,12242,88
12242089,24,12242,89
12242090,24,12242,90
12242091,24,12242,91
12242092,25,12242,92
12242093,25,12242,93
12242094,25,12242,94
12242095,25,12242,95
12242096,25,12242,96
12242097,26,12242,97
12242098,26,12242,98
12242099,26,12242,99
12242100,26,12242,100
13140001,4,13140,1
13140002,4,13140,2
13140003,4,13140,3
13140004,4,13140,4
13140005,4,13140,5
13140006,5,13140,6
13140007,5,13140,7
13140008,5,13140,8
13140009,5,13140,9
13140010,5,13140,10
13140011,6,13140,11
13140012,6,13140,12
13140013,6,13140,13
13140014,6,13140,14
13140015,7,13140,15
13140016,7,13140,16
13140017,7,13140,17
13140018,7,13140,18
13140019,7,13140,19
13140020,8,13140,20
13140021,8,13140,21
13140022,8,13140,22
13140023,8,13140,23
13140024,9,13140,24
13140025,9,13140,25
13140026,9,13140,26
13140027,9,13140,27
13140028,9,13140,28
13140029,10,13140,29
13140030,10,13140,30
13140031,10,13140,31
13140032,10,13140,32
13140033,11,13140,33
13140034,11,13140,34
13140035,11,13140,35
13140036,11,13140,36
13140037,11,13140,37
13140038,12,13140,38
13140039,12,13140,39
13140040,12,13140,40
13140041,12,13140,41
13140042,13,13140,42
13140043,13,13140,43
13140044,13,13140,44
13140045,13,13140,45
13140046,13,13140,46
13140047,14,13140,47
13140048,14,13140,48
13140049,14,13140,49
13140050,14,13140,50
13140051,15,13140,51
13140052,15,13140,52
13140053,15,13140,53
13140054,15,13140,54
13140055,15,13140,55
13140056,16,13140,56
13140057,16,13140,57
13140058,16,13140,58
13140059,16,13140,59
13140060,16,13140,60
13140061,17,13140,61
13140062,17,13140,62
13140063,17,13140,63
13140064,17,13140,64
13140065,18,13140,65
13140066,18,13140,66
13140067,18,13140,67
13140068,18,13140,68
13140069,18,13140,69
13140070,19,13140,70
13140071,19,13140,71
13140072,19,13140,72
13140073,19,13140,73
13140074,20,13140,74
13140075,20,13140,75
13140076,20,13140,76
13140077,20,13140,77
13140078,20,13140,78
13140079,21,13140,79
13140080,21,13140,80
13140081,21,13140,81
13140082,21,13140,82
13140083,22,13140,83
13140084,22,13140,84
13140085,22,13140,85
13140086,22,13140,86
13140087,22,13140,87
13140088,23,13140,88
13140089,23,13140,89
13140090,23,13140,90
13140091,23,13140,91
13140092,24,13140,92
13140093,24,13140,93
13140094,24,13140,94
13140095,24,13140,95
13140096,24,13140,96
13140097,25,13140,97
13140098,25,13140,98
13140099,25,13140,99
13140100,25,13140,100
13141001,4,13141,1
13141002,4,13141,2
13141003,4,13141,3
13141004,4,13141,4
13141005,4,13141,5
13141006,5,13141,6
13141007,5,13141,7
13141008,5,13141,8
13141009,5,13141,9
13141010,5,13141,10
13141011,6,13141,11
13141012,6,13141,12
13141013,6,13141,13
13141014,6,13141,14
13141015,7,13141,15
13141016,7,13141,16
13141017,7,13141,17
13141018,7,13141,18
13141019,7,13141,19
13141020,8,13141,20
13141021,8,13141,21
13141022,8,13141,22
13141023,8,13141,23
13141024,9,13141,24
13141025,9,13141,25
13141026,9,13141,26
13141027,9,13141,27
13141028,9,13141,28
13141029,10,13141,29
13141030,10,13141,30
13141031,10,13141,31
13141032,10,13141,32
13141033,11,13141,33
13141034,11,13141,34
13141035,11,13141,35
13141036,11,13141,36
13141037,11,13141,37
13141038,12,13141,38
13141039,12,13141,39
13141040,12,13141,40
13141041,12,13141,41
13141042,13,13141,42
13141043,13,13141,43
13141044,13,13141,44
13141045,13,13141,45
13141046,13,13141,46
13141047,14,13141,47
13141048,14,13141,48
13141049,14,13141,49
13141050,14,13141,50
13141051,15,13141,51
13141052,15,13141,52
13141053,15,13141,53
13141054,15,13141,54
13141055,15,13141,55
13141056,16,13141,56
13141057,16,13141,57
13141058,16,13141,58
13141059,16,13141,59
13141060,16,13141,60
13141061,17,13141,61
13141062,17,13141,62
13141063,17,13141,63
13141064,17,13141,64
13141065,18,13141,65
13141066,18,13141,66
13141067,18,13141,67
13141068,18,13141,68
13141069,18,13141,69
13141070,19,13141,70
13141071,19,13141,71
13141072,19,13141,72
13141073,19,13141,73
13141074,20,13141,74
13141075,20,13141,75
13141076,20,13141,76
13141077,20,13141,77
13141078,20,13141,78
13141079,21,13141,79
13141080,21,13141,80
13141081,21,13141,81
13141082,21,13141,82
13141083,22,13141,83
13141084,22,13141,84
13141085,22,13141,85
13141086,22,13141,86
13141087,22,13141,87
13141088,23,13141,88
13141089,23,13141,89
13141090,23,13141,90
13141091,23,13141,91
13141092,24,13141,92
13141093,24,13141,93
13141094,24,13141,94
13141095,24,13141,95
13141096,24,13141,96
13141097,25,13141,97
13141098,25,13141,98
13141099,25,13141,99
13141100,25,13141,100
13242001,4,13242,1
13242002,4,13242,2
13242003,4,13242,3
13242004,4,13242,4
13242005,4,13242,5
13242006,5,13242,6
13242007,5,13242,7
13242008,5,13242,8
13242009,5,13242,9
13242010,5,13242,10
13242011,6,13242,11
13242012,6,13242,12
13242013,6,13242,13
13242014,6,13242,14
13242015,7,13242,15
13242016,7,13242,16
13242017,7,13242,17
13242018,7,13242,18
13242019,7,13242,19
13242020,8,13242,20
13242021,8,13242,21
13242022,8,13242,22
13242023,8,13242,23
13242024,9,13242,24
13242025,9,13242,25
13242026,9,13242,26
13242027,9,13242,27
13242028,9,13242,28
13242029,10,13242,29
13242030,10,13242,30
13242031,10,13242,31
13242032,10,13242,32
13242033,11,13242,33
13242034,11,13242,34
13242035,11,13242,35
13242036,11,13242,36
13242037,11,13242,37
13242038,12,13242,38
13242039,12,13242,39
13242040,12,13242,40
13242041,12,13242,41
13242042,13,13242,42
13242043,13,13242,43
13242044,13,13242,44
13242045,13,13242,45
13242046,13,13242,46
13242047,14,13242,47
13242048,14,13242,48
13242049,14,13242,49
13242050,14,13242,50
13242051,15,13242,51
13242052,15,13242,52
13242053,15,13242,53
13242054,15,13242,54
13242055,15,13242,55
13242056,16,13242,56
13242057,16,13242,57
13242058,16,13242,58
13242059,16,13242,59
13242060,16,13242,60
13242061,17,13242,61
13242062,17,13242,62
13242063,17,13242,63
13242064,17,13242,64
13242065,18,13242,65
13242066,18,13242,66
13242067,18,13242,67
13242068,18,13242,68
13242069,18,13242,69
13242070,19,13242,70
13242071,19,13242,71
13242072,19,13242,72
13242073,19,13242,73
13242074,20,13242,74
13242075,20,13242,75
13242076,20,13242,76
13242077,20,13242,77
13242078,20,13242,78
13242079,21,13242,79
13242080,21,13242,80
13242081,21,13242,81
13242082,21,13242,82
13242083,22,13242,83
13242084,22,13242,84
13242085,22,13242,85
13242086,22,13242,86
13242087,22,13242,87
13242088,23,13242,88
13242089,23,13242,89
13242090,23,13242,90
13242091,23,13242,91
13242092,24,13242,92
13242093,24,13242,93
13242094,24,13242,94
13242095,24,13242,95
13242096,24,13242,96
13242097,25,13242,97
13242098,25,13242,98
13242099,25,13242,99
13242100,25,13242,100
13243001,4,13243,1
13243002,4,13243,2
13243003,4,13243,3
13243004,4,13243,4
13243005,4,13243,5
13243006,5,13243,6
13243007,5,13243,7
13243008,5,13243,8
13243009,5,13243,9
13243010,5,13243,10
13243011,6,13243,11
13243012,6,13243,12
13243013,6,13243,13
13243014,6,13243,14
13243015,7,13243,15
13243016,7,13243,16
13243017,7,13243,17
13243018,7,13243,18
13243019,7,13243,19
13243020,8,13243,20
13243021,8,13243,21
13243022,8,13243,22
13243023,8,13243,23
13243024,9,13243,24
13243025,9,13243,25
13243026,9,13243,26
13243027,9,13243,27
13243028,9,13243,28
13243029,10,13243,29
13243030,10,13243,30
13243031,10,13243,31
13243032,10,13243,32
13243033,11,13243,33
13243034,11,13243,34
13243035,11,13243,35
13243036,11,13243,36
13243037,11,13243,37
13243038,12,13243,38
13243039,12,13243,39
13243040,12,13243,40
13243041,12,13243,41
13243042,13,13243,42
13243043,13,13243,43
13243044,13,13243,44
13243045,13,13243,45
13243046,13,13243,46
13243047,14,13243,47
13243048,14,13243,48
13243049,14,13243,49
13243050,14,13243,50
13243051,15,13243,51
13243052,15,13243,52
13243053,15,13243,53
13243054,15,13243,54
13243055,15,13243,55
13243056,16,13243,56
13243057,16,13243,57
13243058,16,13243,58
13243059,16,13243,59
13243060,16,13243,60
13243061,17,13243,61
13243062,17,13243,62
13243063,17,13243,63
13243064,17,13243,64
13243065,18,13243,65
13243066,18,13243,66
13243067,18,13243,67
13243068,18,13243,68
13243069,18,13243,69
13243070,19,13243,70
13243071,19,13243,71
13243072,19,13243,72
13243073,19,13243,73
13243074,20,13243,74
13243075,20,13243,75
13243076,20,13243,76
13243077,20,13243,77
13243078,20,13243,78
13243079,21,13243,79
13243080,21,13243,80
13243081,21,13243,81
13243082,21,13243,82
13243083,22,13243,83
13243084,22,13243,84
13243085,22,13243,85
13243086,22,13243,86
13243087,22,13243,87
13243088,23,13243,88
13243089,23,13243,89
13243090,23,13243,90
13243091,23,13243,91
13243092,24,13243,92
13243093,24,13243,93
13243094,24,13243,94
13243095,24,13243,95
13243096,24,13243,96
13243097,25,13243,97
13243098,25,13243,98
13243099,25,13243,99
13243100,25,13243,100
14140001,4,14140,1
14140002,4,14140,2
14140003,4,14140,3
14140004,4,14140,4
14140005,4,14140,5
14140006,5,14140,6
14140007,5,14140,7
14140008,5,14140,8
14140009,5,14140,9
14140010,5,14140,10
14140011,6,14140,11
14140012,6,14140,12
14140013,6,14140,13
14140014,6,14140,14
14140015,7,14140,15
14140016,7,14140,16
14140017,7,14140,17
14140018,7,14140,18
14140019,7,14140,19
14140020,8,14140,20
14140021,8,14140,21
14140022,8,14140,22
14140023,8,14140,23
14140024,9,14140,24
14140025,9,14140,25
14140026,9,14140,26
14140027,9,14140,27
14140028,9,14140,28
14140029,10,14140,29
14140030,10,14140,30
14140031,10,14140,31
14140032,10,14140,32
14140033,11,14140,33
14140034,11,14140,34
14140035,11,14140,35
14140036,11,14140,36
14140037,11,14140,37
14140038,12,14140,38
14140039,12,14140,39
14140040,12,14140,40
14140041,12,14140,41
14140042,13,14140,42
14140043,13,14140,43
14140044,13,14140,44
14140045,13,14140,45
14140046,13,14140,46
14140047,14,14140,47
14140048,14,14140,48
14140049,14,14140,49
14140050,14,14140,50
14140051,15,14140,51
14140052,15,14140,52
14140053,15,14140,53
14140054,15,14140,54
14140055,15,14140,55
14140056,16,14140,56
14140057,16,14140,57
14140058,16,14140,58
14140059,16,14140,59
14140060,16,14140,60
14140061,17,14140,61
14140062,17,14140,62
14140063,17,14140,63
14140064,17,14140,64
14140065,18,14140,65
14140066,18,14140,66
14140067,18,14140,67
14140068,18,14140,68
14140069,18,14140,69
14140070,19,14140,70
14140071,19,14140,71
14140072,19,14140,72
14140073,19,14140,73
14140074,20,14140,74
14140075,20,14140,75
14140076,20,14140,76
14140077,20,14140,77
14140078,20,14140,78
14140079,21,14140,79
14140080,21,14140,80
14140081,21,14140,81
14140082,21,14140,82
14140083,22,14140,83
14140084,22,14140,84
14140085,22,14140,85
14140086,22,14140,86
14140087,22,14140,87
14140088,23,14140,88
14140089,23,14140,89
14140090,23,14140,90
14140091,23,14140,91
14140092,24,14140,92
14140093,24,14140,93
14140094,24,14140,94
14140095,24,14140,95
14140096,24,14140,96
14140097,25,14140,97
14140098,25,14140,98
14140099,25,14140,99
14140100,25,14140,100
14141001,4,14141,1
14141002,4,14141,2
14141003,4,14141,3
14141004,4,14141,4
14141005,4,14141,5
14141006,5,14141,6
14141007,5,14141,7
14141008,5,14141,8
14141009,5,14141,9
14141010,5,14141,10
14141011,6,14141,11
14141012,6,14141,12
14141013,6,14141,13
14141014,6,14141,14
14141015,7,14141,15
14141016,7,14141,16
14141017,7,14141,17
14141018,7,14141,18
14141019,7,14141,19
14141020,8,14141,20
14141021,8,14141,21
14141022,8,14141,22
14141023,8,14141,23
14141024,9,14141,24
14141025,9,14141,25
14141026,9,14141,26
14141027,9,14141,27
14141028,9,14141,28
14141029,10,14141,29
14141030,10,14141,30
14141031,10,14141,31
14141032,10,14141,32
14141033,11,14141,33
14141034,11,14141,34
14141035,11,14141,35
14141036,11,14141,36
14141037,11,14141,37
14141038,12,14141,38
14141039,12,14141,39
14141040,12,14141,40
14141041,12,14141,41
14141042,13,14141,42
14141043,13,14141,43
14141044,13,14141,44
14141045,13,14141,45
14141046,13,14141,46
14141047,14,14141,47
14141048,14,14141,48
14141049,14,14141,49
14141050,14,14141,50
14141051,15,14141,51
14141052,15,14141,52
14141053,15,14141,53
14141054,15,14141,54
14141055,15,14141,55
14141056,16,14141,56
14141057,16,14141,57
14141058,16,14141,58
14141059,16,14141,59
14141060,16,14141,60
14141061,17,14141,61
14141062,17,14141,62
14141063,17,14141,63
14141064,17,14141,64
14141065,18,14141,65
14141066,18,14141,66
14141067,18,14141,67
14141068,18,14141,68
14141069,18,14141,69
14141070,19,14141,70
14141071,19,14141,71
14141072,19,14141,72
14141073,19,14141,73
14141074,20,14141,74
14141075,20,14141,75
14141076,20,14141,76
14141077,20,14141,77
14141078,20,14141,78
14141079,21,14141,79
14141080,21,14141,80
14141081,21,14141,81
14141082,21,14141,82
14141083,22,14141,83
14141084,22,14141,84
14141085,22,14141,85
14141086,22,14141,86
14141087,22,14141,87
14141088,23,14141,88
14141089,23,14141,89
14141090,23,14141,90
14141091,23,14141,91
14141092,24,14141,92
14141093,24,14141,93
14141094,24,14141,94
14141095,24,14141,95
14141096,24,14141,96
14141097,25,14141,97
14141098,25,14141,98
14141099,25,14141,99
14141100,25,14141,100
14242001,4,14242,1
14242002,4,14242,2
14242003,4,14242,3
14242004,4,14242,4
14242005,4,14242,5
14242006,5,14242,6
14242007,5,14242,7
14242008,5,14242,8
14242009,5,14242,9
14242010,5,14242,10
14242011,6,14242,11
14242012,6,14242,12
14242013,6,14242,13
14242014,6,14242,14
14242015,7,14242,15
14242016,7,14242,16
14242017,7,14242,17
14242018,7,14242,18
14242019,7,14242,19
14242020,8,14242,20
14242021,8,14242,21
14242022,8,14242,22
14242023,8,14242,23
14242024,9,14242,24
14242025,9,14242,25
14242026,9,14242,26
14242027,9,14242,27
14242028,9,14242,28
14242029,10,14242,29
14242030,10,14242,30
14242031,10,14242,31
14242032,10,14242,32
14242033,11,14242,33
14242034,11,14242,34
14242035,11,14242,35
14242036,11,14242,36
14242037,11,14242,37
14242038,12,14242,38
14242039,12,14242,39
14242040,12,14242,40
14242041,12,14242,41
14242042,13,14242,42
14242043,13,14242,43
14242044,13,14242,44
14242045,13,14242,45
14242046,13,14242,46
14242047,14,14242,47
14242048,14,14242,48
14242049,14,14242,49
14242050,14,14242,50
14242051,15,14242,51
14242052,15,14242,52
14242053,15,14242,53
14242054,15,14242,54
14242055,15,14242,55
14242056,16,14242,56
14242057,16,14242,57
14242058,16,14242,58
14242059,16,14242,59
14242060,16,14242,60
14242061,17,14242,61
14242062,17,14242,62
14242063,17,14242,63
14242064,17,14242,64
14242065,18,14242,65
14242066,18,14242,66
14242067,18,14242,67
14242068,18,14242,68
14242069,18,14242,69
14242070,19,14242,70
14242071,19,14242,71
14242072,19,14242,72
14242073,19,14242,73
14242074,20,14242,74
14242075,20,14242,75
14242076,20,14242,76
14242077,20,14242,77
14242078,20,14242,78
14242079,21,14242,79
14242080,21,14242,80
14242081,21,14242,81
14242082,21,14242,82
14242083,22,14242,83
14242084,22,14242,84
14242085,22,14242,85
14242086,22,14242,86
14242087,22,14242,87
14242088,23,14242,88
14242089,23,14242,89
14242090,23,14242,90
14242091,23,14242,91
14242092,24,14242,92
14242093,24,14242,93
14242094,24,14242,94
14242095,24,14242,95
14242096,24,14242,96
14242097,25,14242,97
14242098,25,14242,98
14242099,25,14242,99
14242100,25,14242,100
14243001,4,14243,1
14243002,4,14243,2
14243003,4,14243,3
14243004,4,14243,4
14243005,4,14243,5
14243006,5,14243,6
14243007,5,14243,7
14243008,5,14243,8
14243009,5,14243,9
14243010,5,14243,10
14243011,6,14243,11
14243012,6,14243,12
14243013,6,14243,13
14243014,6,14243,14
14243015,7,14243,15
14243016,7,14243,16
14243017,7,14243,17
14243018,7,14243,18
14243019,7,14243,19
14243020,8,14243,20
14243021,8,14243,21
14243022,8,14243,22
14243023,8,14243,23
14243024,9,14243,24
14243025,9,14243,25
14243026,9,14243,26
14243027,9,14243,27
14243028,9,14243,28
14243029,10,14243,29
14243030,10,14243,30
14243031,10,14243,31
14243032,10,14243,32
14243033,11,14243,33
14243034,11,14243,34
14243035,11,14243,35
14243036,11,14243,36
14243037,11,14243,37
14243038,12,14243,38
14243039,12,14243,39
14243040,12,14243,40
14243041,12,14243,41
14243042,13,14243,42
14243043,13,14243,43
14243044,13,14243,44
14243045,13,14243,45
14243046,13,14243,46
14243047,14,14243,47
14243048,14,14243,48
14243049,14,14243,49
14243050,14,14243,50
14243051,15,14243,51
14243052,15,14243,52
14243053,15,14243,53
14243054,15,14243,54
14243055,15,14243,55
14243056,16,14243,56
14243057,16,14243,57
14243058,16,14243,58
14243059,16,14243,59
14243060,16,14243,60
14243061,17,14243,61
14243062,17,14243,62
14243063,17,14243,63
14243064,17,14243,64
14243065,18,14243,65
14243066,18,14243,66
14243067,18,14243,67
14243068,18,14243,68
14243069,18,14243,69
14243070,19,14243,70
14243071,19,14243,71
14243072,19,14243,72
14243073,19,14243,73
14243074,20,14243,74
14243075,20,14243,75
14243076,20,14243,76
14243077,20,14243,77
14243078,20,14243,78
14243079,21,14243,79
14243080,21,14243,80
14243081,21,14243,81
14243082,21,14243,82
14243083,22,14243,83
14243084,22,14243,84
14243085,22,14243,85
14243086,22,14243,86
14243087,22,14243,87
14243088,23,14243,88
14243089,23,14243,89
14243090,23,14243,90
14243091,23,14243,91
14243092,24,14243,92
14243093,24,14243,93
14243094,24,14243,94
14243095,24,14243,95
14243096,24,14243,96
14243097,25,14243,97
14243098,25,14243,98
14243099,25,14243,99
14243100,25,14243,100
15140001,5,15140,1
15140002,5,15140,2
15140003,5,15140,3
15140004,5,15140,4
15140005,5,15140,5
15140006,6,15140,6
15140007,6,15140,7
15140008,6,15140,8
15140009,6,15140,9
15140010,6,15140,10
15140011,7,15140,11
15140012,7,15140,12
15140013,7,15140,13
15140014,7,15140,14
15140015,8,15140,15
15140016,8,15140,16
15140017,8,15140,17
15140018,8,15140,18
15140019,8,15140,19
15140020,9,15140,20
15140021,9,15140,21
15140022,9,15140,22
15140023,9,15140,23
15140024,10,15140,24
15140025,10,15140,25
15140026,10,15140,26
15140027,10,15140,27
15140028,10,15140,28
15140029,11,15140,29
15140030,11,15140,30
15140031,11,15140,31
15140032,11,15140,32
15140033,12,15140,33
15140034,12,15140,34
15140035,12,15140,35
15140036,12,15140,36
15140037,12,15140,37
15140038,13,15140,38
15140039,13,15140,39
15140040,13,15140,40
15140041,13,15140,41
15140042,14,15140,42
15140043,14,15140,43
15140044,14,15140,44
15140045,14,15140,45
15140046,14,15140,46
15140047,15,15140,47
15140048,15,15140,48
15140049,15,15140,49
15140050,15,15140,50
15140051,16,15140,51
15140052,16,15140,52
15140053,16,15140,53
15140054,16,15140,54
15140055,16,15140,55
15140056,17,15140,56
15140057,17,15140,57
15140058,17,15140,58
15140059,17,15140,59
15140060,17,15140,60
15140061,18,15140,61
15140062,18,15140,62
15140063,18,15140,63
15140064,18,15140,64
15140065,19,15140,65
15140066,19,15140,66
15140067,19,15140,67
15140068,19,15140,68
15140069,19,15140,69
15140070,20,15140,70
15140071,20,15140,71
15140072,20,15140,72
15140073,20,15140,73
15140074,21,15140,74
15140075,21,15140,75
15140076,21,15140,76
15140077,21,15140,77
15140078,21,15140,78
15140079,22,15140,79
15140080,22,15140,80
15140081,22,15140,81
15140082,22,15140,82
15140083,23,15140,83
15140084,23,15140,84
15140085,23,15140,85
15140086,23,15140,86
15140087,23,15140,87
15140088,24,15140,88
15140089,24,15140,89
15140090,24,15140,90
15140091,24,15140,91
15140092,25,15140,92
15140093,25,15140,93
15140094,25,15140,94
15140095,25,15140,95
15140096,25,15140,96
15140097,26,15140,97
15140098,26,15140,98
15140099,26,15140,99
15140100,26,15140,100
15141001,5,15141,1
15141002,5,15141,2
15141003,5,15141,3
15141004,5,15141,4
15141005,5,15141,5
15141006,6,15141,6
15141007,6,15141,7
15141008,6,15141,8
15141009,6,15141,9
15141010,6,15141,10
15141011,7,15141,11
15141012,7,15141,12
15141013,7,15141,13
15141014,7,15141,14
15141015,8,15141,15
15141016,8,15141,16
15141017,8,15141,17
15141018,8,15141,18
15141019,8,15141,19
15141020,9,15141,20
15141021,9,15141,21
15141022,9,15141,22
15141023,9,15141,23
15141024,10,15141,24
