唯一id,场景id,地图id,场景类型,挑战CD,在线base经验,在线伙伴经验,在线银币,技能经验,在线金币,在线魔魂值,在线掉落包ID,活动掉落ID,通关base经验,通关job经验,通关银币,通关金币,通关伙伴经验,活动通关现金,通关超过人数,通关公会活跃,通关掉落包ID,bossId,挑战后掉落次数,BOSS挑战等级,巡游前剧情ID,剧情索引ID,战力校验,蓝量加成,战力削弱,停留时间削弱,版本,里程积分,查封配置
500024,24,50,1,1,10172,12272,5964,8556,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919360,0,110,,,567720,20:0,,,7,9729,
500025,25,50,1,1,10172,12272,5964,8556,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904361,0,110,,,567880,20:0,,,7,9729,
500026,26,50,1,1,10192,12296,5972,8560,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909362,0,110,,,568040,20:0,,,7,9729,
500027,27,50,1,1,10192,12296,5972,8560,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914363,0,110,,,568200,20:0,,,7,9729,
500028,28,50,1,1,10192,12296,5972,8560,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919425,0,110,,,568360,20:0,,,7,9729,
500029,29,50,1,1,10192,12296,5972,8560,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525;10000:6491,94904364,0,110,,,568520,20:0,,,7,9729,
500030,30,50,1,1,10192,12296,5972,8560,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909365,0,110,,,568680,20:0,,,7,9729,
500031,31,50,1,1,10212,12320,5980,8564,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914366,0,110,,,568840,20:0,,,7,9729,
500032,32,50,1,1,10212,12320,5980,8564,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919367,0,110,,,569000,20:0,,,7,9729,
500033,33,50,1,1,10212,12320,5980,8564,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904368,0,110,,,569160,20:0,,,7,9729,
500034,34,50,1,1,10212,12320,5980,8564,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909369,0,110,,,569320,20:0,,,7,9729,
500035,35,50,1,1,10212,12320,5980,8564,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914370,0,110,,,569480,20:0,,,7,9729,
500036,36,50,1,1,10232,12344,5988,8568,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919371,0,110,,,569640,20:0,,,7,9729,
500037,37,50,1,1,10232,12344,5988,8568,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904430,0,110,,,569800,20:0,,,7,9729,
500038,38,50,1,1,10232,12344,5988,8568,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909372,0,110,,,569960,20:0,,,7,9729,
500039,39,50,1,1,10232,12344,5988,8568,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525;10000:6492,94914373,0,110,,,570120,20:0,,,7,9729,
500040,40,50,1,1,10232,12344,5988,8568,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919374,0,110,,,570280,20:0,,,7,9729,
500041,41,50,1,1,10252,12368,5996,8572,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904375,0,110,,,570440,20:0,,,7,9729,
500042,42,50,1,1,10252,12368,5996,8572,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909376,0,110,,,570600,20:0,,,7,9729,
500043,43,50,1,1,10252,12368,5996,8572,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914377,0,110,,,570760,20:0,,,7,9729,
500044,44,50,1,1,10252,12368,5996,8572,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919378,0,110,,,570920,20:0,,,7,9729,
500045,45,50,1,1,10252,12368,5996,8572,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904379,0,110,,,571080,20:0,,,7,9729,
500046,46,50,1,1,10272,12392,6004,8576,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909380,0,110,,,571240,20:0,,,7,9729,
500047,47,50,1,1,10272,12392,6004,8576,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914435,0,110,,,571400,20:0,,,7,9729,
500048,48,50,1,1,10272,12392,6004,8576,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919381,0,110,,,571560,20:0,,,7,9729,
500049,49,50,1,1,10272,12392,6004,8576,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525;10000:6493,94904382,0,110,,,571720,20:0,,,7,9729,
500050,50,50,1,1,10272,12392,6004,8576,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909383,0,110,,,571880,20:0,,,7,9729,
500051,51,50,1,1,10292,12416,6012,8580,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914384,0,110,,,572040,20:0,,,7,9729,
500052,52,50,1,1,10292,12416,6012,8580,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919385,0,110,,,572200,20:0,,,7,9729,
500053,53,50,1,1,10292,12416,6012,8580,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904386,0,110,,,572360,20:0,,,7,9729,
500054,54,50,1,1,10292,12416,6012,8580,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909387,0,110,,,572520,20:0,,,7,9729,
500055,55,50,1,1,10292,12416,6012,8580,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914388,0,110,,,572680,20:0,,,7,9729,
500056,56,50,1,1,10312,12440,6020,8584,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919389,0,110,,,572840,20:0,,,7,9729,
500057,57,50,1,1,10312,12440,6020,8584,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904390,0,110,,,573000,20:0,,,7,9729,
500058,58,50,1,1,10312,12440,6020,8584,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909440,0,110,,,573160,20:0,,,7,9729,
500059,59,50,1,1,10312,12440,6020,8584,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525;10000:6494,94914391,0,110,,,573320,20:0,,,7,9729,
500060,60,50,1,1,10312,12440,6020,8584,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919392,0,110,,,573480,20:0,,,7,9729,
500061,61,50,1,1,10332,12464,6028,8588,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904393,0,110,,,573640,20:0,,,7,9729,
500062,62,50,1,1,10332,12464,6028,8588,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909394,0,110,,,573800,20:0,,,7,9729,
500063,63,50,1,1,10332,12464,6028,8588,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914395,0,110,,,573960,20:0,,,7,9729,
500064,64,50,1,1,10332,12464,6028,8588,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919396,0,110,,,574120,20:0,,,7,9729,
500065,65,50,1,1,10332,12464,6028,8588,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904397,0,110,,,574280,20:0,,,7,9729,
500066,66,50,1,1,10352,12488,6036,8592,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909398,0,110,,,574440,20:0,,,7,9729,
500067,67,50,1,1,10352,12488,6036,8592,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914399,0,110,,,574600,20:0,,,7,9729,
500068,68,50,1,1,10352,12488,6036,8592,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919445,0,110,,,574760,20:0,,,7,9729,
500069,69,50,1,1,10352,12488,6036,8592,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525;10000:6495,94904400,0,110,,,574920,20:0,,,7,9729,
500070,70,50,1,1,10352,12488,6036,8592,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909401,0,110,,,575080,20:0,,,7,9729,
500071,71,50,1,1,10372,12512,6044,8596,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914402,0,110,,,575240,20:0,,,7,9729,
500072,72,50,1,1,10372,12512,6044,8596,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919403,0,110,,,575400,20:0,,,7,9729,
500073,73,50,1,1,10372,12512,6044,8596,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904404,0,110,,,575560,20:0,,,7,9729,
500074,74,50,1,1,10372,12512,6044,8596,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909405,0,110,,,575720,20:0,,,7,9729,
500075,75,50,1,1,10372,12512,6044,8596,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914406,0,110,,,575880,20:0,,,7,9729,
500076,76,50,1,1,10392,12536,6052,8600,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919407,0,110,,,576040,20:0,,,7,9729,
500077,77,50,1,1,10392,12536,6052,8600,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904450,0,110,,,576200,20:0,,,7,9729,
500078,78,50,1,1,10392,12536,6052,8600,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909408,0,110,,,576360,20:0,,,7,9729,
500079,79,50,1,1,10392,12536,6052,8600,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525;10000:6496,94914409,0,110,,,576520,20:0,,,7,9729,
500080,80,50,1,1,10392,12536,6052,8600,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919410,0,110,,,576680,20:0,,,7,9729,
500081,81,50,1,1,10412,12560,6060,8604,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904411,0,110,,,576840,20:0,,,7,9729,
500082,82,50,1,1,10412,12560,6060,8604,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909412,0,110,,,577000,20:0,,,7,9729,
500083,83,50,1,1,10412,12560,6060,8604,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914413,0,110,,,577160,20:0,,,7,9729,
500084,84,50,1,1,10412,12560,6060,8604,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919414,0,110,,,577320,20:0,,,7,9729,
500085,85,50,1,1,10412,12560,6060,8604,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904415,0,110,,,577480,20:0,,,7,9729,
500086,86,50,1,1,10432,12584,6068,8608,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909455,0,110,,,577640,20:0,,,7,9729,
500087,87,50,1,1,10432,12584,6068,8608,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914416,0,110,,,577800,20:0,,,7,9729,
500088,88,50,1,1,10432,12584,6068,8608,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919417,0,110,,,577960,20:0,,,7,9729,
500089,89,50,1,1,10432,12584,6068,8608,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525;10000:6497,94904418,0,110,,,578120,20:0,,,7,9729,
500090,90,50,1,1,10432,12584,6068,8608,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909419,0,110,,,578280,20:0,,,7,9729,
500091,91,50,1,1,10452,12608,6076,8612,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914420,0,110,,,578440,20:0,,,7,9729,
500092,92,50,1,1,10452,12608,6076,8612,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919421,0,110,,,578600,20:0,,,7,9729,
500093,93,50,1,1,10452,12608,6076,8612,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904422,0,110,,,578760,20:0,,,7,9729,
500094,94,50,1,1,10452,12608,6076,8612,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909423,0,110,,,578920,20:0,,,7,9729,
500095,95,50,1,1,10452,12608,6076,8612,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914460,0,110,,,579080,20:0,,,7,9729,
500096,96,50,1,1,10472,12632,6084,8616,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94919466,0,110,,,579240,20:0,,,7,9729,
500097,97,50,1,1,10472,12632,6084,8616,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94904469,0,110,,,579400,20:0,,,7,9729,
500098,98,50,1,1,10472,12632,6084,8616,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94909472,0,110,,,579560,20:0,,,7,9729,
500099,99,50,1,1,10472,12632,6084,8616,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,94914475,0,110,,,579720,20:0,,,7,9729,
500100,100,50,3,1,10472,12632,6084,8616,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:5150,94999490,0,110,,,579880,20:0,,,7,9729,
510001,1,51,1,1,10492,12656,6092,8620,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95000350,0,111,2,51,580040,20:0,,,7,9729,
510002,2,51,1,1,10492,12656,6092,8620,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95005351,0,111,,,580200,20:0,,,7,9729,
510003,3,51,1,1,10492,12656,6092,8620,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95010352,0,111,,,580360,20:0,,,7,9729,
510004,4,51,1,1,10492,12656,6092,8620,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95015353,0,111,,,580520,20:0,,,7,9729,
510005,5,51,1,1,10492,12656,6092,8620,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95001420,0,111,,,580680,20:0,,,7,9729,
510006,6,51,1,1,10512,12680,6100,8624,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95006354,0,111,,,580840,20:0,,,7,9729,
510007,7,51,1,1,10512,12680,6100,8624,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95011355,0,111,,,581000,20:0,,,7,9729,
510008,8,51,1,1,10512,12680,6100,8624,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95016356,0,111,,,581160,20:0,,,7,9729,
510009,9,51,1,1,10512,12680,6100,8624,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525;10000:6498,95002357,0,111,,,581320,20:0,,,7,9729,
510010,10,51,1,1,10512,12680,6100,8624,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95007358,0,111,,,581480,20:0,,,7,9729,
510011,11,51,1,1,10532,12704,6108,8628,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95012425,0,111,,,581640,20:0,,,7,9729,
510012,12,51,1,1,10532,12704,6108,8628,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95017359,0,111,,,581800,20:0,,,7,9729,
510013,13,51,1,1,10532,12704,6108,8628,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95003360,0,111,,,581960,20:0,,,7,9729,
510014,14,51,1,1,10532,12704,6108,8628,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95008361,0,111,,,582120,20:0,,,7,9729,
510015,15,51,1,1,10532,12704,6108,8628,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95013362,0,111,,,582280,20:0,,,7,9729,
510016,16,51,1,1,10552,12728,6116,8632,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95018363,0,111,,,582440,20:0,,,7,9729,
510017,17,51,1,1,10552,12728,6116,8632,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95004364,0,111,,,582600,20:0,,,7,9729,
510018,18,51,1,1,10552,12728,6116,8632,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95009430,0,111,,,582760,20:0,,,7,9729,
510019,19,51,1,1,10552,12728,6116,8632,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525;10000:6499,95014365,0,111,,,582920,20:0,,,7,9729,
510020,20,51,1,1,10552,12728,6116,8632,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95019366,0,111,,,583080,20:0,,,7,9729,
510021,21,51,1,1,10572,12752,6124,8636,0,12,10000:20;10000:5020;10000:500;10000:4990,10000:500:1;1000:501:1;100:502:1;200:250:1;300:251:1;100:252:1;200:253:1;,20785,0,11532,5,51168,,,,10000:525,95004367,0,111,,,583240,20:0,,,7,9729,
