id,道具类型,道具品质,叠加数量,是否自动使用,是否消耗道具,需要等级,是否绑定,是否分职业,合成目标,分解目标,道具时效,碎片展示,获取途径,属性,对应藏品,道具使用所需时间
12347,9,4,999,0,,,1,,,,,,,,,
12348,9,4,999,0,,,1,,,,,,,,,
12349,9,4,999,0,,,1,,,,,,,,,
12350,9,4,999,0,,,1,,,,,,,,,
12376,9,4,999,0,,,1,,,,,,,,,
12377,9,4,999,0,,,1,,,,,,,,,
12378,9,4,999,0,,,1,,,,,,,,,
12379,9,4,999,0,,,1,,,,,,,,,
12337,9,4,999,0,,,1,,,,,,,,,
12351,9,4,999,0,,,1,,,,,,,,,
12354,9,4,999,0,,,1,,,,,,,,,
12381,9,4,999,0,,,1,,,,,,,,,
12352,9,4,999,0,,,1,,,,,,,,,
12355,9,4,999,0,,,1,,,,,,,,,
12353,9,4,999,0,,,1,,,,,,,,,
12382,9,4,999,0,,,1,,,,,,,,,
12383,9,4,999,0,,,1,,,,,,,,,
12384,9,4,999,0,,,1,,,,,,,,,
12385,9,4,999,0,,,1,,,,,,,,,
12356,9,4,999,0,,,1,,,,,,,,,
12357,9,4,999,0,,,1,,,,,,,,,
12358,9,4,999,0,,,1,,,,,,,,,
12390,9,4,999,0,,,1,,,,,,,,,
12360,9,4,999,0,,,1,,,,,,,,,
12386,9,4,999,0,,,1,,,,,,,,,
12387,9,4,999,0,,,1,,,,,,,,,
12388,9,4,999,0,,,1,,,,,,,,,
12389,9,4,999,0,,,1,,,,,,,,,
12333,9,4,999,0,,,1,,,,,,,,,
12392,9,4,999,0,,,1,,,,,,,,,
12394,9,4,999,0,,,1,,,,,,,,,
12393,9,4,999,0,,,1,,,,,,,,,
12395,9,4,999,0,,,1,,,,,,,,,
12396,9,4,999,0,,,1,,,,,,,,,
12431,9,4,999,0,,,1,,,,,,,,,
12432,9,4,999,0,,,1,,,,,,,,,
12459,9,4,999,0,,,1,,,,,,,,,
12434,9,4,999,0,,,1,,,,,,,,,
12435,9,4,999,0,,,1,,,,,,,,,
12461,9,4,999,0,,,1,,,,,,,,,
12462,9,4,999,0,,,1,,,,,,,,,
12463,9,4,999,0,,,1,,,,,,,,,
12464,9,4,999,0,,,1,,,,,,,,,
12465,9,4,999,0,,,1,,,,,,,,,
12491,9,4,999,0,,,1,,,,,,,,,
12436,9,4,999,0,,,1,,,,,,,,,
12480,9,4,999,0,,,1,,,,,,,,,
12438,9,4,999,0,,,1,,,,,,,,,
12446,9,4,999,0,,,1,,,,,,,,,
12469,9,4,999,0,,,1,,,,,,,,,
12466,9,4,999,0,,,1,,,,,,,,,
12467,9,4,999,0,,,1,,,,,,,,,
12468,9,4,999,0,,,1,,,,,,,,,
12440,9,4,999,0,,,1,,,,,,,,,
12470,9,4,999,0,,,1,,,,,,,,,
12475,9,4,999,0,,,1,,,,,,,,,
12442,9,4,999,0,,,1,,,,,,,,,
12443,9,4,999,0,,,1,,,,,,,,,
12444,9,4,999,0,,,1,,,,,,,,,
12445,9,4,999,0,,,1,,,,,,,,,
12471,9,4,999,0,,,1,,,,,,,,,
12472,9,4,999,0,,,1,,,,,,,,,
12473,9,4,999,0,,,1,,,,,,,,,
12474,9,4,999,0,,,1,,,,,,,,,
12441,9,4,999,0,,,1,,,,,,,,,
12439,9,4,999,0,,,1,,,,,,,,,
12447,9,4,999,0,,,1,,,,,,,,,
12448,9,4,999,0,,,1,,,,,,,,,
12449,9,4,999,0,,,1,,,,,,,,,
12450,9,4,999,0,,,1,,,,,,,,,
12476,9,4,999,0,,,1,,,,,,,,,
12477,9,4,999,0,,,1,,,,,,,,,
12478,9,4,999,0,,,1,,,,,,,,,
12479,9,4,999,0,,,1,,,,,,,,,
12437,9,4,999,0,,,1,,,,,,,,,
12451,9,4,999,0,,,1,,,,,,,,,
12454,9,4,999,0,,,1,,,,,,,,,
12481,9,4,999,0,,,1,,,,,,,,,
12452,9,4,999,0,,,1,,,,,,,,,
12455,9,4,999,0,,,1,,,,,,,,,
12453,9,4,999,0,,,1,,,,,,,,,
12482,9,4,999,0,,,1,,,,,,,,,
12483,9,4,999,0,,,1,,,,,,,,,
12484,9,4,999,0,,,1,,,,,,,,,
12485,9,4,999,0,,,1,,,,,,,,,
12456,9,4,999,0,,,1,,,,,,,,,
12457,9,4,999,0,,,1,,,,,,,,,
12458,9,4,999,0,,,1,,,,,,,,,
12490,9,4,999,0,,,1,,,,,,,,,
12460,9,4,999,0,,,1,,,,,,,,,
12486,9,4,999,0,,,1,,,,,,,,,
12487,9,4,999,0,,,1,,,,,,,,,
12488,9,4,999,0,,,1,,,,,,,,,
12489,9,4,999,0,,,1,,,,,,,,,
12433,9,4,999,0,,,1,,,,,,,,,
12492,9,4,999,0,,,1,,,,,,,,,
12494,9,4,999,0,,,1,,,,,,,,,
12493,9,4,999,0,,,1,,,,,,,,,
12495,9,4,999,0,,,1,,,,,,,,,
12496,9,4,999,0,,,1,,,,,,,,,
12531,9,4,999,0,,,1,,,,,,,,,
12532,9,4,999,0,,,1,,,,,,,,,
12559,9,4,999,0,,,1,,,,,,,,,
12534,9,4,999,0,,,1,,,,,,,,,
12535,9,4,999,0,,,1,,,,,,,,,
12561,9,4,999,0,,,1,,,,,,,,,
12562,9,4,999,0,,,1,,,,,,,,,
12563,9,4,999,0,,,1,,,,,,,,,
12564,9,4,999,0,,,1,,,,,,,,,
12565,9,4,999,0,,,1,,,,,,,,,
12591,9,4,999,0,,,1,,,,,,,,,
12536,9,4,999,0,,,1,,,,,,,,,
12580,9,4,999,0,,,1,,,,,,,,,
12538,9,4,999,0,,,1,,,,,,,,,
12546,9,4,999,0,,,1,,,,,,,,,
12569,9,4,999,0,,,1,,,,,,,,,
12566,9,4,999,0,,,1,,,,,,,,,
12567,9,4,999,0,,,1,,,,,,,,,
12568,9,4,999,0,,,1,,,,,,,,,
12540,9,4,999,0,,,1,,,,,,,,,
12570,9,4,999,0,,,1,,,,,,,,,
12575,9,4,999,0,,,1,,,,,,,,,
12542,9,4,999,0,,,1,,,,,,,,,
12543,9,4,999,0,,,1,,,,,,,,,
12544,9,4,999,0,,,1,,,,,,,,,
12545,9,4,999,0,,,1,,,,,,,,,
12571,9,4,999,0,,,1,,,,,,,,,
12572,9,4,999,0,,,1,,,,,,,,,
12573,9,4,999,0,,,1,,,,,,,,,
12574,9,4,999,0,,,1,,,,,,,,,
12541,9,4,999,0,,,1,,,,,,,,,
12539,9,4,999,0,,,1,,,,,,,,,
12547,9,4,999,0,,,1,,,,,,,,,
12548,9,4,999,0,,,1,,,,,,,,,
12549,9,4,999,0,,,1,,,,,,,,,
12550,9,4,999,0,,,1,,,,,,,,,
12576,9,4,999,0,,,1,,,,,,,,,
12577,9,4,999,0,,,1,,,,,,,,,
12578,9,4,999,0,,,1,,,,,,,,,
12579,9,4,999,0,,,1,,,,,,,,,
12537,9,4,999,0,,,1,,,,,,,,,
12551,9,4,999,0,,,1,,,,,,,,,
12554,9,4,999,0,,,1,,,,,,,,,
12581,9,4,999,0,,,1,,,,,,,,,
12552,9,4,999,0,,,1,,,,,,,,,
12555,9,4,999,0,,,1,,,,,,,,,
12553,9,4,999,0,,,1,,,,,,,,,
12582,9,4,999,0,,,1,,,,,,,,,
12583,9,4,999,0,,,1,,,,,,,,,
12584,9,4,999,0,,,1,,,,,,,,,
12585,9,4,999,0,,,1,,,,,,,,,
12556,9,4,999,0,,,1,,,,,,,,,
12557,9,4,999,0,,,1,,,,,,,,,
12558,9,4,999,0,,,1,,,,,,,,,
12590,9,4,999,0,,,1,,,,,,,,,
12560,9,4,999,0,,,1,,,,,,,,,
12586,9,4,999,0,,,1,,,,,,,,,
12587,9,4,999,0,,,1,,,,,,,,,
12588,9,4,999,0,,,1,,,,,,,,,
12589,9,4,999,0,,,1,,,,,,,,,
12533,9,4,999,0,,,1,,,,,,,,,
12592,9,4,999,0,,,1,,,,,,,,,
12594,9,4,999,0,,,1,,,,,,,,,
12593,9,4,999,0,,,1,,,,,,,,,
12595,9,4,999,0,,,1,,,,,,,,,
12596,9,4,999,0,,,1,,,,,,,,,
12831,22,4,999,0,12831:20,,1,,5400,5400,,4,,,,
12832,22,4,999,0,12832:20,,1,,5401,5401,,4,,,,
12833,22,4,999,0,12833:20,,1,,5402,5402,,4,,,,
12834,22,4,999,0,12834:20,,1,,5403,5403,,4,,,,
12835,22,4,999,0,12835:20,,1,,5404,5404,,4,,,,
12836,22,4,999,0,12836:20,,1,,5405,5405,,4,,,,
12837,22,4,999,0,12837:20,,1,,5406,5406,,4,,,,
12838,22,4,999,0,12838:20,,1,,5407,5407,,4,,,,
12839,22,4,999,0,12839:20,,1,,5408,5408,,4,,,,
12840,22,4,999,0,12840:20,,1,,5409,5409,,4,,,,
12841,22,4,999,0,12841:20,,1,,5410,5410,,4,,,,
12842,22,4,999,0,12842:20,,1,,5411,5411,,4,,,,
12843,22,4,999,0,12843:20,,1,,5412,5412,,4,,,,
12844,22,4,999,0,12844:20,,1,,5413,5413,,4,,,,
12845,22,4,999,0,12845:20,,1,,5414,5414,,4,,,,
12846,22,4,999,0,12846:20,,1,,5415,5415,,4,,,,
12847,22,4,999,0,12847:20,,1,,5416,5416,,4,,,,
12848,22,4,999,0,12848:20,,1,,5417,5417,,4,,,,
12849,22,4,999,0,12849:20,,1,,5418,5418,,4,,,,
12850,22,4,999,0,12850:20,,1,,5419,5419,,4,,,,
12851,22,4,999,0,12851:20,,1,,5420,5420,,4,,,,
12852,22,4,999,0,12852:20,,1,,5421,5421,,4,,,,
12853,22,4,999,0,12853:20,,1,,5422,5422,,4,,,,
12854,22,4,999,0,12854:20,,1,,5423,5423,,4,,,,
12855,22,4,999,0,12855:20,,1,,5424,5424,,4,,,,
12856,22,4,999,0,12856:20,,1,,5425,5425,,4,,,,
12857,22,4,999,0,12857:20,,1,,5426,5426,,4,,,,
12858,22,4,999,0,12858:20,,1,,5427,5427,,4,,,,
12859,22,4,999,0,12859:20,,1,,5428,5428,,4,,,,
12860,22,4,999,0,12860:20,,1,,5429,5429,,4,,,,
12861,22,4,999,0,12861:20,,1,,5430,5430,,4,,,,
13001,10,2,9999,0,,,0,,,,,,,,,
13002,10,1,9999,0,,,0,,,,,,,,,
13003,10,1,9999,0,,,0,,,,,,,,,
13004,10,1,9999,0,,,0,,,,,,,,,
13005,10,4,9999,0,,,0,,,,,,,,,
13009,10,3,9999,0,,,0,,,,,,,,,
13010,10,1,9999,0,,,0,,,,,,,,,
13011,10,1,9999,0,,,0,,,,,,,,,
13012,10,1,9999,0,,,0,,,,,,,,,
13013,10,1,9999,0,,,0,,,,,,,,,
13014,10,1,9999,0,,,0,,,,,,,,,
13015,10,1,9999,0,,,0,,,,,,,,,
13016,10,1,9999,0,,,0,,,,,,,,,
13017,10,1,9999,0,,,0,,,,,,,,,
13018,10,1,9999,0,,,0,,,,,,,,,
13019,10,3,9999,0,,,0,,,,,,,,,
13020,10,3,9999,0,,,0,,,,,,,,,
13021,10,1,9999,0,,,0,,,,,,,,,
13022,10,1,9999,0,,,0,,,,,,,,,
13023,10,1,9999,0,,,0,,,,,,,,,
13024,10,1,9999,0,,,0,,,,,,,,,
13025,10,1,9999,0,,,0,,,,,,,,,
13026,10,3,9999,0,,,0,,,,,,,,,
13027,10,3,9999,0,,,0,,,,,,,,,
13028,10,1,9999,0,,,0,,,,,,,,,
13029,10,1,9999,0,,,0,,,,,,,,,
13030,10,1,9999,0,,,0,,,,,,,,,
13031,10,1,9999,0,,,0,,,,,,,,,
13032,10,1,9999,0,,,0,,,,,,,,,
13033,10,1,9999,0,,,0,,,,,,,,,
13034,10,1,9999,0,,,0,,,,,,,,,
13035,10,2,9999,0,,,0,,,,,,,,,
13036,10,2,9999,0,,,0,,,,,,,,,
13038,10,3,9999,0,,,0,,,,,,,,,
13039,10,3,9999,0,,,0,,,,,,,,,
13042,10,2,9999,0,,,0,,,,,,,,,
13043,10,2,9999,0,,,0,,,,,,,,,
13044,10,2,9999,0,,,0,,,,,,,,,
13045,10,2,9999,0,,,0,,,,,,,,,
13046,10,2,9999,0,,,0,,,,,,,,,
13047,10,3,9999,0,,,0,,,,,,,,,
13048,10,4,9999,0,,,0,,,,,,,,,
13063,10,3,9999,0,,,0,,,,,,,,,
13064,10,3,9999,0,,,0,,,,,,,,,
13065,10,3,9999,0,,,0,,,,,,,,,
13066,10,3,9999,0,,,0,,,,,,,,,
13067,10,3,9999,0,,,0,,,,,,,,,
13068,10,1,9999,0,,,0,,,,,,,,,
13069,10,1,9999,0,,,0,,,,,,,,,
13070,10,3,9999,0,,,0,,,,,,,,,
13071,10,1,9999,0,,,0,,,,,,,,,
13072,10,3,9999,0,,,0,,,,,,,,,
13073,10,1,9999,0,,,0,,,,,,,,,
13074,10,1,9999,0,,,0,,,,,,,,,
13075,10,3,9999,0,,,0,,,,,,,,,
13076,10,3,9999,0,,,0,,,,,,,,,
13077,10,1,9999,0,,,0,,,,,,,,,
13078,10,3,9999,0,,,0,,,,,,,,,
13079,10,3,9999,0,,,0,,,,,,,,,
13080,10,1,9999,0,,,0,,,,,,,,,
13081,10,1,9999,0,,,0,,,,,,,,,
13082,10,3,9999,0,,,0,,,,,,,,,
13083,10,3,9999,0,,,0,,,,,,,,,
13084,10,1,9999,0,,,0,,,,,,,,,
13085,10,4,9999,0,,,0,,,,,,,,,
13086,10,4,9999,0,,,0,,,,,,,,,
13087,10,2,9999,0,,,0,,,,,,,,,
13088,10,3,9999,0,,,0,,,,,,,,,
13089,10,2,9999,0,,,0,,,,,,,,,
13090,10,1,9999,0,,,0,,,,,,,,,
13091,10,3,9999,0,,,0,,,,,,,,,
13092,10,3,9999,0,,,0,,,,,,,,,
13093,10,3,9999,0,,,0,,,,,,,,,
13094,10,3,9999,0,,,0,,,,,,,,,
13095,10,3,9999,0,,,0,,,,,,,,,
13097,10,4,9999,0,,,0,,,,,,,,,
13098,10,3,9999,0,,,0,,,,,,,,,
13099,10,2,9999,0,,,0,,,,,,,,,
13100,10,4,9999,0,,,0,,,,,,,,,
13101,10,4,9999,0,,,0,,,,,,,,,
13102,10,4,9999,0,,,0,,,,,,,,,
13103,10,4,9999,0,,,0,,,,,,,,,
13104,10,3,9999,0,,,0,,,,,,,,,
13105,10,2,9999,0,,,0,,,,,,,,,
13106,10,4,9999,0,,,0,,,,,,,,,
13107,10,4,9999,0,,,0,,,,,,,,,
13108,10,4,9999,0,,,0,,,,,,,,,
13109,10,4,9999,0,,,0,,,,,,,,,
13110,10,3,9999,0,,,0,,,,,,,,,
13111,10,3,9999,0,,,0,,,,,,,,,
13112,10,4,9999,0,,,0,,,,,,,,,
13113,10,1,9999,0,,,0,,,,,,,,,
13114,10,2,9999,0,,,0,,,,,,,,,
13115,10,4,9999,0,,,0,,,,,,,,,
13116,10,2,9999,0,,,0,,,,,,,,,
13117,10,2,9999,0,,,0,,,,,,,,,
13118,10,2,9999,0,,,0,,,,,,,,,
13120,10,3,9999,0,,,0,,,,,,,,,
13121,10,4,9999,0,,,0,,,,,,,,,
13122,10,4,9999,0,,,0,,,,,,,,,
13123,10,4,9999,0,,,0,,,,,,,,,
13124,10,4,9999,0,,,0,,,,,,,,,
13125,10,4,9999,0,,,0,,,,,,,,,
13126,10,4,9999,0,,,0,,,,,,,,,
13127,10,4,9999,0,,,0,,,,,,,,,
13128,10,4,9999,0,,,0,,,,,,,,,
13129,10,4,9999,0,,,0,,,,,,,,,
13130,10,4,9999,0,,,0,,,,,,,,,
13131,10,4,9999,0,,,0,,,,,,,,,
13132,10,4,9999,0,,,0,,,,,,,,,
13133,10,4,9999,0,,,0,,,,,,,,,
13134,10,4,9999,0,,,0,,,,,,,,,
13135,10,4,9999,0,,,0,,,,,,,,,
13136,10,4,9999,0,,,0,,,,,,,,,
13137,10,4,9999,0,,,0,,,,,,,,,
13138,10,4,9999,0,,,0,,,,,,,,,
13139,10,4,9999,0,,,0,,,,,,,,,
13140,10,4,9999,0,,,0,,,,,,,,,
13141,10,4,9999,0,,,0,,,,,,,,,
13142,10,4,9999,0,,,0,,,,,,,,,
13143,10,4,9999,0,,,0,,,,,,,,,
13144,10,4,9999,0,,,0,,,,,,,,,
13145,10,4,9999,0,,,0,,,,,,,,,
13146,10,4,9999,0,,,0,,,,,,,,,
13147,10,3,9999,0,,,0,,,,,,,,,
13148,10,4,9999,0,,,0,,,,,,,,,
13149,10,3,9999,0,,,0,,,,,,,,,
13150,10,4,9999,0,,,0,,,,,,,,,
13151,10,3,9999,0,,,0,,,,,,,,,
13152,10,3,9999,0,,,0,,,,,,,,,
13153,10,4,9999,0,,,0,,,,,,,,,
13154,10,4,9999,0,,,0,,,,,,,,,
13155,10,4,9999,0,,,0,,,,,,,,,
13156,10,4,9999,0,,,0,,,,,,,,,
13157,10,4,9999,0,,,0,,,,,,,,,
13158,10,4,9999,0,,,0,,,,,,,,,
13159,10,4,9999,0,,,0,,,,,,,,,
13160,10,4,9999,0,,,0,,,,,,,,,
13161,10,4,9999,0,,,0,,,,,,,,,
13162,10,4,9999,0,,,0,,,,,,,,,
13163,10,4,9999,0,,,0,,,,,,,,,
13164,10,4,9999,0,,,0,,,,,,,,,
13165,10,4,9999,0,,,0,,,,,,,,,
13166,10,4,9999,0,,,0,,,,,,,,,
13167,10,4,9999,0,,,0,,,,,,,,,
13168,10,4,9999,0,,,0,,,,,,,,,
13169,10,4,9999,0,,,0,,,,,,,,,
13170,10,4,9999,0,,,0,,,,,,,,,
13171,10,4,9999,0,,,0,,,,,,,,,
13172,10,4,9999,0,,,0,,,,,,,,,
13173,10,4,9999,0,,,0,,,,,,,,,
13174,10,4,9999,0,,,0,,,,,,,,,
13175,10,4,9999,0,,,0,,,,,,,,,
13176,10,3,9999,0,,,0,,,,,,,,,
13177,10,3,9999,0,,,0,,,,,,,,,
13178,10,4,9999,0,,,0,,,,,,,,,
13179,10,4,9999,0,,,0,,,,,,,,,
13180,10,4,9999,0,,,0,,,,,,,,,
13181,10,4,9999,0,,,0,,,,,,,,,
13182,10,4,9999,0,,,0,,,,,,,,,
13183,10,4,9999,0,,,0,,,,,,,,,
13184,10,4,9999,0,,,0,,,,,,,,,
13185,10,4,9999,0,,,0,,,,,,,,,
13186,10,4,9999,0,,,0,,,,,,,,,
13187,10,4,9999,0,,,0,,,,,,,,,
13188,10,4,9999,0,,,0,,,,,,,,,
13189,10,4,9999,0,,,0,,,,,,,,,
13190,10,4,9999,0,,,0,,,,,,,,,
13191,10,4,9999,0,,,0,,,,,,,,,
13192,10,4,9999,0,,,0,,,,,,,,,
13193,10,4,9999,0,,,0,,,,,,,,,
13194,10,4,9999,0,,,0,,,,,,,,,
13195,10,4,9999,0,,,0,,,,,,,,,
14001,31,2,999,0,,,1,,,,,,,,101,
14002,31,3,999,0,,,1,,,,,,,,101,
14003,31,2,999,0,,,1,,,,,,,,102,
14004,31,3,999,0,,,1,,,,,,,,102,
14005,31,2,999,0,,,1,,,,,,,,103,
14006,31,3,999,0,,,1,,,,,,,,103,
14007,31,2,999,0,,,1,,,,,,,,104,
14008,31,3,999,0,,,1,,,,,,,,104,
14009,31,2,999,0,,,1,,,,,,,,105,
14010,31,3,999,0,,,1,,,,,,,,105,
14011,31,2,999,0,,,1,,,,,,,,106,
14012,31,3,999,0,,,1,,,,,,,,106,
14013,31,2,999,0,,,1,,,,,,,,107,
14014,31,3,999,0,,,1,,,,,,,,107,
14015,31,2,999,0,,,1,,,,,,,,108,
14016,31,3,999,0,,,1,,,,,,,,108,
14017,31,2,999,0,,,1,,,,,,,,109,
14018,31,3,999,0,,,1,,,,,,,,109,
14019,31,2,999,0,,,1,,,,,,,,110,
14020,31,3,999,0,,,1,,,,,,,,110,
14021,31,2,999,0,,,1,,,,,,,,111,
14022,31,3,999,0,,,1,,,,,,,,111,
14023,31,2,999,0,,,1,,,,,,,,112,
14024,31,3,999,0,,,1,,,,,,,,112,
14025,31,2,999,0,,,1,,,,,,,,113,
14026,31,3,999,0,,,1,,,,,,,,113,
14027,31,2,999,0,,,1,,,,,,,,114,
14028,31,3,999,0,,,1,,,,,,,,114,
14029,31,2,999,0,,,1,,,,,,,,115,
14030,31,3,999,0,,,1,,,,,,,,115,
14031,31,2,999,0,,,1,,,,,,,,116,
14032,31,3,999,0,,,1,,,,,,,,116,
14033,31,2,999,0,,,1,,,,,,,,313,
14034,31,3,999,0,,,1,,,,,,,,313,
14035,31,4,999,0,,,1,,,,,,,,313,
14036,31,2,999,0,,,1,,,,,,,,201,
14037,31,3,999,0,,,1,,,,,,,,201,
14038,31,4,999,0,,,1,,,,,,,,201,
14039,31,2,999,0,,,1,,,,,,,,314,
14040,31,3,999,0,,,1,,,,,,,,314,
14041,31,4,999,0,,,1,,,,,,,,314,
14042,31,2,999,0,,,1,,,,,,,,320,
14043,31,3,999,0,,,1,,,,,,,,320,
14044,31,4,999,0,,,1,,,,,,,,320,
14045,31,2,999,0,,,1,,,,,,,,321,
14046,31,3,999,0,,,1,,,,,,,,321,
14047,31,4,999,0,,,1,,,,,,,,321,
14048,31,2,999,0,,,1,,,,,,,,315,
14049,31,3,999,0,,,1,,,,,,,,315,
14050,31,4,999,0,,,1,,,,,,,,315,
14051,31,2,999,0,,,1,,,,,,,,316,
14052,31,3,999,0,,,1,,,,,,,,316,
14053,31,4,999,0,,,1,,,,,,,,316,
14054,31,2,999,0,,,1,,,,,,,,317,
14055,31,3,999,0,,,1,,,,,,,,317,
14056,31,4,999,0,,,1,,,,,,,,317,
14057,31,2,999,0,,,1,,,,,,,,322,
14058,31,3,999,0,,,1,,,,,,,,322,
14059,31,4,999,0,,,1,,,,,,,,322,
14060,31,2,999,0,,,1,,,,,,,,323,
14061,31,3,999,0,,,1,,,,,,,,323,
14062,31,4,999,0,,,1,,,,,,,,323,
14063,31,2,999,0,,,1,,,,,,,,202,
14064,31,3,999,0,,,1,,,,,,,,202,
14065,31,4,999,0,,,1,,,,,,,,202,
14066,31,2,999,0,,,1,,,,,,,,203,
14067,31,3,999,0,,,1,,,,,,,,203,
14068,31,4,999,0,,,1,,,,,,,,203,
14069,31,2,999,0,,,1,,,,,,,,204,
14070,31,3,999,0,,,1,,,,,,,,204,
14071,31,4,999,0,,,1,,,,,,,,204,
14072,31,2,999,0,,,1,,,,,,,,318,
14073,31,3,999,0,,,1,,,,,,,,318,
14074,31,4,999,0,,,1,,,,,,,,318,
14075,31,2,999,0,,,1,,,,,,,,319,
14076,31,3,999,0,,,1,,,,,,,,319,
14077,31,4,999,0,,,1,,,,,,,,319,
14078,31,2,999,0,,,1,,,,,,,,205,
14079,31,3,999,0,,,1,,,,,,,,205,
14080,31,4,999,0,,,1,,,,,,,,205,
14081,31,2,999,0,,,1,,,,,,,,210,
14082,31,3,999,0,,,1,,,,,,,,210,
14083,31,4,999,0,,,1,,,,,,,,210,
14084,31,2,999,0,,,1,,,,,,,,301,
14085,31,3,999,0,,,1,,,,,,,,301,
14086,31,4,999,0,,,1,,,,,,,,301,
14087,31,2,999,0,,,1,,,,,,,,206,
14088,31,3,999,0,,,1,,,,,,,,206,
14089,31,4,999,0,,,1,,,,,,,,206,
14090,31,2,999,0,,,1,,,,,,,,302,
14091,31,3,999,0,,,1,,,,,,,,302,
14092,31,4,999,0,,,1,,,,,,,,302,
14093,31,2,999,0,,,1,,,,,,,,215,
14094,31,3,999,0,,,1,,,,,,,,215,
14095,31,4,999,0,,,1,,,,,,,,215,
14096,31,2,999,0,,,1,,,,,,,,303,
14097,31,3,999,0,,,1,,,,,,,,303,
14098,31,4,999,0,,,1,,,,,,,,303,
14099,31,2,999,0,,,1,,,,,,,,304,
14100,31,3,999,0,,,1,,,,,,,,304,
14101,31,4,999,0,,,1,,,,,,,,304,
14102,31,2,999,0,,,1,,,,,,,,305,
14103,31,3,999,0,,,1,,,,,,,,305,
14104,31,4,999,0,,,1,,,,,,,,305,
14105,31,2,999,0,,,1,,,,,,,,213,
14106,31,3,999,0,,,1,,,,,,,,213,
14107,31,4,999,0,,,1,,,,,,,,213,
14108,31,2,999,0,,,1,,,,,,,,306,
14109,31,3,999,0,,,1,,,,,,,,306,
14110,31,4,999,0,,,1,,,,,,,,306,
14111,31,2,999,0,,,1,,,,,,,,216,
14112,31,3,999,0,,,1,,,,,,,,216,
14113,31,4,999,0,,,1,,,,,,,,216,
14114,31,2,999,0,,,1,,,,,,,,307,
14115,31,3,999,0,,,1,,,,,,,,307,
14116,31,4,999,0,,,1,,,,,,,,307,
14117,31,2,999,0,,,1,,,,,,,,308,
14118,31,3,999,0,,,1,,,,,,,,308,
14119,31,4,999,0,,,1,,,,,,,,308,
14120,31,2,999,0,,,1,,,,,,,,214,
14121,31,3,999,0,,,1,,,,,,,,214,
14122,31,4,999,0,,,1,,,,,,,,214,
14123,31,2,999,0,,,1,,,,,,,,211,
14124,31,3,999,0,,,1,,,,,,,,211,
14125,31,4,999,0,,,1,,,,,,,,211,
14126,31,2,999,0,,,1,,,,,,,,212,
14127,31,3,999,0,,,1,,,,,,,,212,
14128,31,4,999,0,,,1,,,,,,,,212,
14129,31,2,999,0,,,1,,,,,,,,309,
14130,31,3,999,0,,,1,,,,,,,,309,
14131,31,4,999,0,,,1,,,,,,,,309,
14132,31,2,999,0,,,1,,,,,,,,310,
14133,31,3,999,0,,,1,,,,,,,,310,
14134,31,4,999,0,,,1,,,,,,,,310,
14135,31,2,999,0,,,1,,,,,,,,311,
14136,31,3,999,0,,,1,,,,,,,,311,
14137,31,4,999,0,,,1,,,,,,,,311,
14138,31,2,999,0,,,1,,,,,,,,312,
14139,31,3,999,0,,,1,,,,,,,,312,
14140,31,4,999,0,,,1,,,,,,,,312,
14141,31,2,999,0,,,1,,,,,,,,208,
14142,31,3,999,0,,,1,,,,,,,,208,
14143,31,4,999,0,,,1,,,,,,,,208,
14144,31,2,999,0,,,1,,,,,,,,209,
14145,31,3,999,0,,,1,,,,,,,,209,
14146,31,4,999,0,,,1,,,,,,,,209,
14147,31,2,999,0,,,1,,,,,,,,207,
14148,31,3,999,0,,,1,,,,,,,,207,
14149,31,4,999,0,,,1,,,,,,,,207,
14200,48,2,0,0,,,1,,,,,,,,,
14201,48,2,0,0,,,1,,,,,,,,,
14202,48,2,0,0,,,1,,,,,,,,,
14203,48,2,0,0,,,1,,,,,,,,,
14204,48,2,0,0,,,1,,,,,,,,,
14205,48,2,0,0,,,1,,,,,,,,,
14206,48,2,0,0,,,1,,,,,,,,,
14207,48,2,0,0,,,1,,,,,,,,,
14208,48,2,0,0,,,1,,,,,,,,,
14209,48,2,0,0,,,1,,,,,,,,,
14210,48,3,0,0,,,1,,,,,,,,,
14211,48,3,0,0,,,1,,,,,,,,,
14212,48,3,0,0,,,1,,,,,,,,,
14213,48,3,0,0,,,1,,,,,,,,,
14214,48,3,0,0,,,1,,,,,,,,,
14215,48,3,0,0,,,1,,,,,,,,,
14216,48,3,0,0,,,1,,,,,,,,,
14217,48,3,0,0,,,1,,,,,,,,,
14218,48,3,0,0,,,1,,,,,,,,,
14219,48,3,0,0,,,1,,,,,,,,,
14220,48,3,0,0,,,1,,,,,,,,,
14221,48,3,0,0,,,1,,,,,,,,,
14222,48,3,0,0,,,1,,,,,,,,,
14223,48,3,0,0,,,1,,,,,,,,,
14224,48,3,0,0,,,1,,,,,,,,,
14225,48,3,0,0,,,1,,,,,,,,,
14226,48,3,0,0,,,1,,,,,,,,,
14227,48,3,0,0,,,1,,,,,,,,,
14228,48,3,0,0,,,1,,,,,,,,,
14229,48,3,0,0,,,1,,,,,,,,,
14230,48,3,0,0,,,1,,,,,,,,,
14231,48,3,0,0,,,1,,,,,,,,,
14232,48,3,0,0,,,1,,,,,,,,,
14233,48,3,0,0,,,1,,,,,,,,,
14234,48,3,0,0,,,1,,,,,,,,,
