唯一id,怪物id,角色等级,怪物职业,职业类型,生命,蓝量,技能id,属性id,被动技能,英语唯一名
90002,4541,1,1,2,82.0,30000.0,90017:1;90022:1;90020:1,2,,Madkingrabbit
90003,4542,1,1,2,80.0,30000.0,90021:1;90019:1;90017:1;90020:1,2,,Madkingrabbit
90004,4543,1,1,2,78.0,30000.0,90020:1;90019:1;90021:1;90017:1,2,,Madkingrabbit
90005,4544,1,1,2,58.0,30000.0,90023:1;90027:1,5,,metaller
90006,4545,1,1,2,62.0,30000.0,90027:1;90023:1,5,,metaller
90007,4546,1,1,2,82.0,30000.0,90023:1;90025:1;90027:1,5,,metaller
90008,4547,1,1,2,80.0,30000.0,90028:1;90023:1;90027:1;90025:1,5,,metaller
90009,4548,1,1,2,78.0,30000.0,90023:1;90027:1;90024:1;90028:1,5,,metaller
90010,4549,1,4,2,80.0,30000.0,90046:1;90040:1,6,,Mistress
90011,4550,1,4,2,100.0,30000.0,90043:1;90040:1;90041:1,6,,Mistress
90012,4551,1,4,2,80.0,30000.0,90040:1;90043:1;90044:1;90046:1,6,,Mistress
90013,4552,1,4,2,68.0,30000.0,90041:1;90043:1;90042:1;90040:1,6,,Mistress
90014,4553,1,4,2,73.0,30000.0,90043:1;90040:1;90041:1;90042:1,6,,Mistress
90015,4554,1,1,2,60.0,30000.0,90030:1;90031:1,4,,Polly
90016,4555,1,1,2,72.0,30000.0,90032:1;90035:1;90031:1,4,,Polly
90017,4556,1,1,2,82.0,30000.0,90036:1;90032:1;90031:1;90035:1,4,,Polly
90018,4557,1,1,2,70.0,30000.0,90030:1;90031:1;90035:1;90032:1,4,,Polly
90019,4558,1,1,2,78.0,30000.0,90032:1;90031:1;90035:1;90036:1,4,,Polly
90020,4559,1,1,2,100.0,30000.0,90019:1;90020:1;90018:1,2,,Madkingrabbit
90021,4560,1,1,2,90.0,30000.0,90017:1;90019:1;90020:1;90022:1,2,,Madkingrabbit
90022,4561,1,1,2,82.0,30000.0,90021:1;90020:1;90017:1,2,,Madkingrabbit
90023,4562,1,1,2,100.0,30000.0,90025:1;90028:1;90023:1;90027:1,5,,metaller
90024,4563,1,1,2,90.0,30000.0,90029:1;90024:1;90025:1;90028:1,5,,metaller
90025,4564,1,1,2,85.0,30000.0,90028:1;90026:1;90027:1;90024:1,5,,metaller
90099,4565,1,1,2,83.0,30000.0,90103:1;90104:1,5,,KingPolly
90100,4566,1,2,2,2273.0,30000.0,90110:1;90111:1,8,,Ghostring
90101,4567,1,2,2,2674.0,30000.0,90110:1;90111:1,8,,Ghostring
90102,4568,1,2,2,2674.0,30000.0,90110:1;90111:1,8,,Ghostring
90103,4569,1,2,2,2674.0,30000.0,90110:1;90111:1,8,,Ghostring
90104,4570,1,2,2,2674.0,30000.0,90110:1;90111:1,8,,Ghostring
90105,4571,1,1,2,2273.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90106,4572,1,1,2,2674.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90107,4573,1,1,2,2674.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90108,4574,1,1,2,2674.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90109,4575,1,1,2,2674.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90110,4576,1,1,2,2941.0,30000.0,90170:1;90171:1,3,,BearST
90111,4577,1,1,2,2941.0,30000.0,90170:1;90171:1,3,,BearST
90112,4578,1,1,2,2941.0,30000.0,90170:1;90171:1,3,,BearST
90113,4579,1,1,2,2941.0,30000.0,90170:1;90171:1,3,,BearST
90114,4580,1,1,2,2941.0,30000.0,90170:1;90171:1,3,,BearST
90115,4581,1,1,2,2674.0,30000.0,90166:1;90167:1,2,,Argiope
90116,4582,1,1,2,2674.0,30000.0,90166:1;90167:1,2,,Argiope
90117,4583,1,1,2,2674.0,30000.0,90166:1;90167:1,2,,Argiope
90118,4584,1,1,2,2674.0,30000.0,90166:1;90167:1,2,,Argiope
90119,4585,1,1,2,2674.0,30000.0,90166:1;90167:1,2,,Argiope
90199,4586,1,1,2,2674.0,30000.0,90121:1;90122:1,3,,Orclord
90200,4587,1,1,2,7245.0,30000.0,90203:1;90204:1,4,,Tirfing
90201,4588,1,1,2,7245.0,30000.0,90203:1;90204:1,4,,Tirfing
90202,4589,1,1,2,7245.0,30000.0,90203:1;90204:1,4,,Tirfing
90203,4590,1,1,2,7245.0,30000.0,90203:1;90204:1,4,,Tirfing
90204,4591,1,1,2,7245.0,30000.0,90203:1;90204:1,4,,Tirfing
90205,4592,1,1,2,7245.0,30000.0,90210:1;90211:1,7,,Priest
90206,4593,1,1,2,7245.0,30000.0,90210:1;90211:1,7,,Priest
90207,4594,1,1,2,7245.0,30000.0,90210:1;90211:1,7,,Priest
90208,4595,1,1,2,7245.0,30000.0,90210:1;90211:1,7,,Priest
90209,4596,1,1,2,7245.0,30000.0,90210:1;90211:1,7,,Priest
90210,4597,1,2,2,7245.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90211,4598,1,2,2,7245.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90212,4599,1,2,2,7245.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90213,4600,1,2,2,7245.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90214,4601,1,2,2,7245.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90215,4602,1,1,2,7970.0,30000.0,90113:1;90114:1,7,,Dracula
90216,4603,1,1,2,7970.0,30000.0,90113:1;90114:1,7,,Dracula
90217,4604,1,1,2,7970.0,30000.0,90113:1;90114:1,7,,Dracula
90218,4605,1,1,2,7970.0,30000.0,90113:1;90114:1,7,,Dracula
90219,4606,1,1,2,7970.0,30000.0,90113:1;90114:1,7,,Dracula
90299,4607,1,1,2,7970.0,30000.0,90117:1;90118:1,8,,Doppelganger
90300,4608,1,1,2,28120.0,30000.0,90121:1;90122:1,3,,Orclord
90301,4609,1,1,2,28120.0,30000.0,90121:1;90122:1,3,,Orclord
90302,4610,1,1,2,28120.0,30000.0,90121:1;90122:1,3,,Orclord
90303,4611,1,1,2,28120.0,30000.0,90121:1;90122:1,3,,Orclord
90304,4612,1,1,2,28120.0,30000.0,90121:1;90122:1,3,,Orclord
90305,4613,1,4,2,28120.0,30000.0,90046:1;90043:1;90041:1;90042:1,6,,Mistress
90306,4614,1,4,2,28120.0,30000.0,90043:1;90041:1;90040:1,6,,Mistress
90307,4615,1,4,2,28120.0,30000.0,90040:1;90043:1;90044:1;90042:1,6,,Mistress
90308,4616,1,4,2,28120.0,30000.0,90041:1;90042:1;90046:1;90040:1,6,,Mistress
90309,4617,1,4,2,28120.0,30000.0,90046:1;90040:1;90041:1,6,,Mistress
90310,4618,1,1,2,30932.0,30000.0,90125:1;90126:1,3,,Koboldleader
90311,4619,1,1,2,30932.0,30000.0,90125:1;90126:1,3,,Koboldleader
90312,4620,1,1,2,30932.0,30000.0,90125:1;90126:1,3,,Koboldleader
90313,4621,1,1,2,30932.0,30000.0,90125:1;90126:1,3,,Koboldleader
90314,4622,1,1,2,30932.0,30000.0,90125:1;90126:1,3,,Koboldleader
90315,4623,1,1,2,28120.0,30000.0,90130:1;90131:1,4,,Goblinleader
90316,4624,1,1,2,28120.0,30000.0,90130:1;90131:1,4,,Goblinleader
90317,4625,1,1,2,28120.0,30000.0,90130:1;90131:1,4,,Goblinleader
90318,4626,1,1,2,28120.0,30000.0,90130:1;90131:1,4,,Goblinleader
90319,4627,1,1,2,28120.0,30000.0,90130:1;90131:1,4,,Goblinleader
90399,4628,1,1,2,30932.0,30000.0,90134:1;90135:1,2,,Orchero
90400,4629,1,1,2,46384.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90401,4630,1,1,2,46384.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90402,4631,1,1,2,46384.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90403,4632,1,1,2,46384.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90404,4633,1,1,2,46384.0,30000.0,90107:1;90108:1,5,,Vagabondwolf
90405,4634,1,1,2,51022.0,30000.0,90138:1;90139:1,5,,Phreeoni
90406,4635,1,1,2,51022.0,30000.0,90138:1;90139:1,5,,Phreeoni
90407,4636,1,1,2,51022.0,30000.0,90138:1;90139:1,5,,Phreeoni
90408,4637,1,1,2,51022.0,30000.0,90138:1;90139:1,5,,Phreeoni
90409,4638,1,1,2,51022.0,30000.0,90138:1;90139:1,5,,Phreeoni
90410,4639,1,2,2,46384.0,30000.0,90141:1;90142:1,6,,Pecopeco
90411,4640,1,2,2,46384.0,30000.0,90141:1;90142:1,6,,Pecopeco
90412,4641,1,2,2,46384.0,30000.0,90141:1;90142:1,6,,Pecopeco
90413,4642,1,2,2,46384.0,30000.0,90141:1;90142:1,6,,Pecopeco
90414,4643,1,2,2,46384.0,30000.0,90141:1;90142:1,6,,Pecopeco
90415,4644,1,1,2,51022.0,30000.0,90145:1;90146:1,3,,Golem
90416,4645,1,1,2,51022.0,30000.0,90145:1;90146:1,3,,Golem
90417,4646,1,1,2,51022.0,30000.0,90145:1;90146:1,3,,Golem
90418,4647,1,1,2,51022.0,30000.0,90145:1;90146:1,3,,Golem
90419,4648,1,1,2,51022.0,30000.0,90145:1;90146:1,3,,Golem
90499,4649,1,1,2,51022.0,30000.0,90149:1;90150:1,7,,Maya
90500,4650,1,2,2,86144.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90501,4651,1,2,2,86144.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90502,4652,1,2,2,86144.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90503,4653,1,2,2,86144.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90504,4654,1,2,2,86144.0,30000.0,90152:1;90153:1,7,,Ancientmummy
90505,4655,1,1,2,94759.0,30000.0,90156:1;90157:1,3,,Minorous
90506,4656,1,1,2,94759.0,30000.0,90156:1;90157:1,3,,Minorous
90507,4657,1,1,2,94759.0,30000.0,90156:1;90157:1,3,,Minorous
90508,4658,1,1,2,94759.0,30000.0,90156:1;90157:1,3,,Minorous
90509,4659,1,1,2,94759.0,30000.0,90156:1;90157:1,3,,Minorous
90510,4660,1,4,2,86144.0,30000.0,90160:1;90161:1,7,,Pharaoh
90511,4661,1,4,2,86144.0,30000.0,90160:1;90161:1,7,,Pharaoh
90512,4662,1,4,2,86144.0,30000.0,90160:1;90161:1,7,,Pharaoh
90513,4663,1,4,2,86144.0,30000.0,90160:1;90161:1,7,,Pharaoh
90514,4664,1,4,2,86144.0,30000.0,90160:1;90161:1,7,,Pharaoh
90515,4665,1,3,2,80114.0,30000.0,90213:1;90214:1,7,,Amonra
90516,4666,1,3,2,80114.0,30000.0,90213:1;90214:1,7,,Amonra
90517,4667,1,3,2,80114.0,30000.0,90213:1;90214:1,7,,Amonra
90518,4668,1,3,2,80114.0,30000.0,90213:1;90214:1,7,,Amonra
90519,4669,1,3,2,80114.0,30000.0,90213:1;90214:1,7,,Amonra
90599,4670,1,1,2,94759.0,30000.0,90163:1;90164:1,7,,Osiris
90600,4671,1,1,2,118188.0,30000.0,90166:1;90167:1,2,,Argiope
90601,4672,1,1,2,118188.0,30000.0,90166:1;90167:1,2,,Argiope
90602,4673,1,1,2,118188.0,30000.0,90166:1;90167:1,2,,Argiope
90603,4674,1,1,2,118188.0,30000.0,90166:1;90167:1,2,,Argiope
90604,4675,1,1,2,118188.0,30000.0,90166:1;90167:1,2,,Argiope
90605,4676,1,1,2,130007.0,30000.0,90170:1;90171:1,3,,BearST
90606,4677,1,1,2,130007.0,30000.0,90170:1;90171:1,3,,BearST
90607,4678,1,1,2,130007.0,30000.0,90170:1;90171:1,3,,BearST
90608,4679,1,1,2,130007.0,30000.0,90170:1;90171:1,3,,BearST
90609,4680,1,1,2,130007.0,30000.0,90170:1;90171:1,3,,BearST
90610,4681,1,1,2,130007.0,30000.0,90174:1;90175:1,3,,Greatestgeneral
90611,4682,1,1,2,130007.0,30000.0,90174:1;90175:1,3,,Greatestgeneral
90612,4683,1,1,2,130007.0,30000.0,90174:1;90175:1,3,,Greatestgeneral
90613,4684,1,1,2,130007.0,30000.0,90174:1;90175:1,3,,Greatestgeneral
90614,4685,1,1,2,130007.0,30000.0,90174:1;90175:1,3,,Greatestgeneral
90615,4686,1,1,2,118188.0,30000.0,90178:1;90179:1,3,,Dokebi
90616,4687,1,1,2,118188.0,30000.0,90178:1;90179:1,3,,Dokebi
90617,4688,1,1,2,118188.0,30000.0,90178:1;90179:1,3,,Dokebi
90618,4689,1,1,2,118188.0,30000.0,90178:1;90179:1,3,,Dokebi
90619,4690,1,1,2,118188.0,30000.0,90178:1;90179:1,3,,Dokebi
90699,4691,1,1,2,130007.0,30000.0,90182:1;90183:1,3,,Eddga
90700,4692,1,1,2,143526.0,30000.0,90185:1;90186:1,2,,Hyegun
90701,4693,1,1,2,143526.0,30000.0,90185:1;90186:1,2,,Hyegun
90702,4694,1,1,2,143526.0,30000.0,90185:1;90186:1,2,,Hyegun
90703,4695,1,1,2,143526.0,30000.0,90185:1;90186:1,2,,Hyegun
90704,4696,1,1,2,143526.0,30000.0,90185:1;90186:1,2,,Hyegun
90705,4697,1,2,2,143526.0,30000.0,90189:1;90190:1,5,,NineTail
90706,4698,1,2,2,143526.0,30000.0,90189:1;90190:1,5,,NineTail
90707,4699,1,2,2,143526.0,30000.0,90189:1;90190:1,5,,NineTail
90708,4700,1,2,2,143526.0,30000.0,90189:1;90190:1,5,,NineTail
90709,4701,1,2,2,143526.0,30000.0,90189:1;90190:1,5,,NineTail
90710,4702,1,4,2,143526.0,30000.0,90192:1;90193:1,5,,OwlbaronBlue
90711,4703,1,4,2,143526.0,30000.0,90192:1;90193:1,5,,OwlbaronBlue
90712,4704,1,4,2,143526.0,30000.0,90192:1;90193:1,5,,OwlbaronBlue
90713,4705,1,4,2,143526.0,30000.0,90192:1;90193:1,5,,OwlbaronBlue
90714,4706,1,4,2,143526.0,30000.0,90192:1;90193:1,5,,OwlbaronBlue
90715,4707,1,1,2,143526.0,30000.0,90195:1;90196:1,6,,Moonlight
90716,4708,1,1,2,143526.0,30000.0,90195:1;90196:1,6,,Moonlight
90717,4709,1,1,2,143526.0,30000.0,90195:1;90196:1,6,,Moonlight
90718,4710,1,1,2,143526.0,30000.0,90195:1;90196:1,6,,Moonlight
90719,4711,1,1,2,143526.0,30000.0,90195:1;90196:1,6,,Moonlight
90799,4712,1,1,2,157879.0,30000.0,90195:1;90196:1,6,,MoonlightST
90800,4713,1,1,2,202227.0,30000.0,90117:1;90118:1,8,,Doppelganger
90801,4714,1,1,2,202227.0,30000.0,90117:1;90118:1,8,,Doppelganger
90802,4715,1,1,2,202227.0,30000.0,90117:1;90118:1,8,,Doppelganger
90803,4716,1,1,2,202227.0,30000.0,90117:1;90118:1,8,,Doppelganger
90804,4717,1,1,2,202227.0,30000.0,90117:1;90118:1,8,,Doppelganger
90805,4718,1,1,2,183842.0,30000.0,90210:1;90211:1,7,,Priest
90806,4719,1,1,2,183842.0,30000.0,90210:1;90211:1,7,,Priest
90807,4720,1,1,2,183842.0,30000.0,90210:1;90211:1,7,,Priest
90808,4721,1,1,2,183842.0,30000.0,90210:1;90211:1,7,,Priest
90809,4722,1,1,2,183842.0,30000.0,90210:1;90211:1,7,,Priest
90810,4723,1,4,2,183842.0,30000.0,90216:1;90217:1,4,,Mysteltainn
90811,4724,1,4,2,183842.0,30000.0,90216:1;90217:1,4,,Mysteltainn
90812,4725,1,4,2,183842.0,30000.0,90216:1;90217:1,4,,Mysteltainn
90813,4726,1,4,2,183842.0,30000.0,90216:1;90217:1,4,,Mysteltainn
90814,4727,1,4,2,183842.0,30000.0,90216:1;90217:1,4,,Mysteltainn
90815,4728,1,1,2,183842.0,30000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
90816,4729,1,1,2,183842.0,30000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
90817,4730,1,1,2,183842.0,30000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
90818,4731,1,1,2,183842.0,30000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
90819,4732,1,1,2,183842.0,30000.0,90199:1;90200:1;90201:1,7,,Knight_of_abyss
90899,4733,1,1,2,202227.0,30000.0,90219:1;90220:1,7,,Darklord
90900,4734,1,1,2,206728.0,30000.0,90145:1;90146:1,3,,Golem
90901,4735,1,1,2,206728.0,30000.0,90145:1;90146:1,3,,Golem
90902,4736,1,1,2,206728.0,30000.0,90145:1;90146:1,3,,Golem
90903,4737,1,1,2,206728.0,30000.0,90145:1;90146:1,3,,Golem
90904,4738,1,1,2,206728.0,30000.0,90145:1;90146:1,3,,Golem
90905,4739,1,1,2,229697.0,30000.0,90134:1;90135:1,4,,
90906,4740,1,1,2,229697.0,30000.0,90134:1;90135:1,4,,
90907,4741,1,1,2,229697.0,30000.0,90134:1;90135:1,4,,
90908,4742,1,1,2,229697.0,30000.0,90134:1;90135:1,4,,
90909,4743,1,1,2,229697.0,30000.0,90134:1;90135:1,4,,
90910,4744,1,1,2,229697.0,30000.0,90449:1;90450:1,4,,Rockgiants
90911,4745,1,1,2,229697.0,30000.0,90449:1;90450:1,4,,Rockgiants
90912,4746,1,1,2,229697.0,30000.0,90449:1;90450:1,4,,Rockgiants
90913,4747,1,1,2,229697.0,30000.0,90449:1;90450:1,4,,Rockgiants
90914,4748,1,1,2,229697.0,30000.0,90449:1;90450:1,4,,Rockgiants
90915,4749,1,1,2,213618.0,30000.0,90399:1;90398:1,7,,Wanderman
90916,4750,1,1,2,213618.0,30000.0,90399:1;90398:1,7,,Wanderman
90917,4751,1,1,2,213618.0,30000.0,90399:1;90398:1,7,,Wanderman
90918,4752,1,1,2,213618.0,30000.0,90399:1;90398:1,7,,Wanderman
90919,4753,1,1,2,213618.0,30000.0,90399:1;90398:1,7,,Wanderman
90999,4754,1,1,2,252667.0,30000.0,90458:1;90459:1,4,,Naghtsieger
91000,4755,1,1,2,322168.0,30000.0,90023:1;90027:1,5,,metaller
91001,4756,1,1,2,322168.0,30000.0,90027:1;90023:1,5,,metaller
91002,4757,1,1,2,322168.0,30000.0,90023:1;90025:1;90027:1,5,,metaller
91003,4758,1,1,2,322168.0,30000.0,90028:1;90023:1;90027:1;90025:1,5,,metaller
91004,4759,1,1,2,322168.0,30000.0,90023:1;90027:1;90024:1;90028:1,5,,metaller
91005,4760,1,1,2,322168.0,30000.0,90437:1;90437:1;90438:1,5,,PterosaurZI
91006,4761,1,1,2,322168.0,30000.0,90437:1;90437:1;90438:1,5,,PterosaurZI
91007,4762,1,1,2,322168.0,30000.0,90437:1;90437:1;90438:1,5,,PterosaurZI
91008,4763,1,1,2,322168.0,30000.0,90437:1;90437:1;90438:1,5,,PterosaurZI
91009,4764,1,1,2,322168.0,30000.0,90437:1;90437:1;90438:1,5,,PterosaurZI
91010,4765,1,1,2,322168.0,30000.0,90431:1;90432:1,5,,Petit
91011,4766,1,1,2,322168.0,30000.0,90431:1;90432:1,5,,Petit
91012,4767,1,1,2,322168.0,30000.0,90431:1;90432:1,5,,Petit
91013,4768,1,1,2,322168.0,30000.0,90431:1;90432:1,5,,Petit
91014,4769,1,1,2,322168.0,30000.0,90431:1;90432:1,5,,Petit
91015,4770,1,1,2,354385.0,30000.0,90170:1;90171:1,4,,BearORG
91016,4771,1,1,2,354385.0,30000.0,90170:1;90171:1,4,,BearORG
91017,4772,1,1,2,354385.0,30000.0,90170:1;90171:1,4,,BearORG
91018,4773,1,1,2,354385.0,30000.0,90170:1;90171:1,4,,BearORG
91019,4774,1,1,2,354385.0,30000.0,90170:1;90171:1,4,,BearORG
91099,4775,1,1,2,354385.0,30000.0,90455:1;90456:1,4,,Detale
91100,4776,1,1,2,382773.0,30000.0,90107:1;90108:1,4,,VagabondwolfST
91101,4777,1,1,2,382773.0,30000.0,90107:1;90108:1,4,,VagabondwolfST
91102,4778,1,1,2,382773.0,30000.0,90107:1;90108:1,4,,VagabondwolfST
91103,4779,1,1,2,382773.0,30000.0,90107:1;90108:1,4,,VagabondwolfST
91104,4780,1,1,2,382773.0,30000.0,90107:1;90108:1,4,,VagabondwolfST
91105,4781,1,1,2,382773.0,30000.0,90401:1;90402:1,8,95020:1,Nightmare
91106,4782,1,1,2,382773.0,30000.0,90401:1;90402:1,8,95020:1,Nightmare
91107,4783,1,1,2,382773.0,30000.0,90401:1;90402:1,8,95020:1,Nightmare
91108,4784,1,1,2,382773.0,30000.0,90401:1;90402:1,8,95020:1,Nightmare
91109,4785,1,1,2,382773.0,30000.0,90401:1;90402:1,8,95020:1,Nightmare
91110,4786,1,1,2,421050.0,30000.0,90407:1;90408:1,3,,SavageST
91111,4787,1,1,2,421050.0,30000.0,90407:1;90408:1,3,,SavageST
91112,4788,1,1,2,421050.0,30000.0,90407:1;90408:1,3,,SavageST
91113,4789,1,1,2,421050.0,30000.0,90407:1;90408:1,3,,SavageST
91114,4790,1,1,2,421050.0,30000.0,90407:1;90408:1,3,,SavageST
91115,4791,1,1,2,382773.0,30000.0,90449:1;90450:1,4,,Rockgiants
91116,4792,1,1,2,382773.0,30000.0,90449:1;90450:1,4,,Rockgiants
91117,4793,1,1,2,382773.0,30000.0,90449:1;90450:1,4,,Rockgiants
91118,4794,1,1,2,382773.0,30000.0,90449:1;90450:1,4,,Rockgiants
91119,4795,1,1,2,382773.0,30000.0,90449:1;90450:1,4,,Rockgiants
91199,4796,1,1,2,421050.0,30000.0,90452:1;90453:1,4,95005:1,RockST
91200,4797,1,1,2,543945.0,30000.0,90428:1;90429:1,4,,Jakk
91201,4798,1,1,2,543945.0,30000.0,90428:1;90429:1,4,,Jakk
91202,4799,1,1,2,543945.0,30000.0,90428:1;90429:1,4,,Jakk
91203,4800,1,1,2,543945.0,30000.0,90428:1;90429:1,4,,Jakk
91204,4801,1,1,2,543945.0,30000.0,90428:1;90429:1,4,,Jakk
91205,4802,1,1,2,543945.0,30000.0,90192:1;90193:1,7,,OwlbaronRed
91206,4803,1,1,2,543945.0,30000.0,90192:1;90193:1,7,,OwlbaronRed
91207,4804,1,1,2,543945.0,30000.0,90192:1;90193:1,7,,OwlbaronRed
91208,4805,1,1,2,543945.0,30000.0,90192:1;90193:1,7,,OwlbaronRed
91209,4806,1,1,2,543945.0,30000.0,90192:1;90193:1,7,,OwlbaronRed
91210,4807,1,1,2,543945.0,30000.0,90156:1;90157:1,4,,MinorousST
91211,4808,1,1,2,543945.0,30000.0,90156:1;90157:1,4,,MinorousST
91212,4809,1,1,2,543945.0,30000.0,90156:1;90157:1,4,,MinorousST
91213,4810,1,1,2,543945.0,30000.0,90156:1;90157:1,4,,MinorousST
91214,4811,1,1,2,543945.0,30000.0,90156:1;90157:1,4,,MinorousST
91215,4812,1,1,2,543945.0,30000.0,90422:1;90423:1,7,,OrcSkeleton
91216,4813,1,1,2,543945.0,30000.0,90422:1;90423:1,7,,OrcSkeleton
91217,4814,1,1,2,543945.0,30000.0,90422:1;90423:1,7,,OrcSkeleton
91218,4815,1,1,2,543945.0,30000.0,90422:1;90423:1,7,,OrcSkeleton
91219,4816,1,1,2,543945.0,30000.0,90422:1;90423:1,7,,OrcSkeleton
91299,4817,1,1,2,598340.0,30000.0,90464:1;90465:1,4,95007:1;95002:1,Pyuriel
91300,4818,1,1,2,701171.0,30000.0,90413:1;90414:1,3,,Magiccard
91301,4819,1,1,2,701171.0,30000.0,90413:1;90414:1,3,,Magiccard
91302,4820,1,1,2,701171.0,30000.0,90413:1;90414:1,3,,Magiccard
91303,4821,1,1,2,701171.0,30000.0,90413:1;90414:1,3,,Magiccard
91304,4822,1,1,2,701171.0,30000.0,90413:1;90414:1,3,,Magiccard
91305,4823,1,1,2,701171.0,30000.0,90141:1;90142:1,3,,Pecopeco
91306,4824,1,1,2,701171.0,30000.0,90141:1;90142:1,3,,Pecopeco
91307,4825,1,1,2,701171.0,30000.0,90141:1;90142:1,3,,Pecopeco
91308,4826,1,1,2,701171.0,30000.0,90141:1;90142:1,3,,Pecopeco
91309,4827,1,1,2,701171.0,30000.0,90141:1;90142:1,3,,Pecopeco
91310,4828,1,1,2,701171.0,30000.0,90404:1;90405:1,8,,NightmareST
91311,4829,1,1,2,701171.0,30000.0,90404:1;90405:1,8,,NightmareST
91312,4830,1,1,2,701171.0,30000.0,90404:1;90405:1,8,,NightmareST
91313,4831,1,1,2,701171.0,30000.0,90404:1;90405:1,8,,NightmareST
91314,4832,1,1,2,701171.0,30000.0,90404:1;90405:1,8,,NightmareST
91315,4833,1,1,2,701171.0,30000.0,90434:1;90435:1,4,,PetitRed
91316,4834,1,1,2,701171.0,30000.0,90434:1;90435:1,4,,PetitRed
91317,4835,1,1,2,701171.0,30000.0,90434:1;90435:1,4,,PetitRed
91318,4836,1,1,2,701171.0,30000.0,90434:1;90435:1,4,,PetitRed
91319,4837,1,1,2,701171.0,30000.0,90434:1;90435:1,4,,PetitRed
91399,4838,1,1,2,771288.0,30000.0,90461:1;90462:1,4,95017:1,Lora
91400,4839,1,1,2,907325.0,30000.0,90443:1;90444:1,3,,Stapo
91401,4840,1,1,2,907325.0,30000.0,90443:1;90444:1,3,,Stapo
91402,4841,1,1,2,907325.0,30000.0,90443:1;90444:1,3,,Stapo
91403,4842,1,1,2,907325.0,30000.0,90443:1;90444:1,3,,Stapo
91404,4843,1,1,2,907325.0,30000.0,90443:1;90444:1,3,,Stapo
91405,4844,1,1,2,824841.0,30000.0,90416:1;90417:1,3,,Giearth
91406,4845,1,1,2,824841.0,30000.0,90416:1;90417:1,3,,Giearth
91407,4846,1,1,2,824841.0,30000.0,90416:1;90417:1,3,,Giearth
91408,4847,1,1,2,824841.0,30000.0,90416:1;90417:1,3,,Giearth
91409,4848,1,1,2,824841.0,30000.0,90416:1;90417:1,3,,Giearth
91410,4849,1,1,2,907325.0,30000.0,90410:1;90411:1,3,95015:1,SavageGold
91411,4850,1,1,2,907325.0,30000.0,90410:1;90411:1,3,95015:1,SavageGold
91412,4851,1,1,2,907325.0,30000.0,90410:1;90411:1,3,95015:1,SavageGold
91413,4852,1,1,2,907325.0,30000.0,90410:1;90411:1,3,95015:1,SavageGold
91414,4853,1,1,2,907325.0,30000.0,90410:1;90411:1,3,95015:1,SavageGold
91415,4854,1,1,2,824841.0,30000.0,90425:1;90426:1,7,,Skleworker
91416,4855,1,1,2,824841.0,30000.0,90425:1;90426:1,7,,Skleworker
91417,4856,1,1,2,824841.0,30000.0,90425:1;90426:1,7,,Skleworker
91418,4857,1,1,2,824841.0,30000.0,90425:1;90426:1,7,,Skleworker
91419,4858,1,1,2,824841.0,30000.0,90425:1;90426:1,7,,Skleworker
91499,4859,1,1,2,907325.0,30000.0,90207:1;90208:1,7,,Goldenbug
91500,4860,1,1,2,962780.0,30000.0,90419:1;90420:1,4,,Sandman
91501,4861,1,1,2,962780.0,30000.0,90419:1;90420:1,4,,Sandman
91502,4862,1,1,2,962780.0,30000.0,90419:1;90420:1,4,,Sandman
91503,4863,1,1,2,962780.0,30000.0,90419:1;90420:1,4,,Sandman
91504,4864,1,1,2,962780.0,30000.0,90419:1;90420:1,4,,Sandman
91505,4865,1,1,2,1059058.0,30000.0,90138:1;90139:1,3,,Phreeoni
91506,4866,1,1,2,1059058.0,30000.0,90138:1;90139:1,3,,Phreeoni
91507,4867,1,1,2,1059058.0,30000.0,90138:1;90139:1,3,,Phreeoni
91508,4868,1,1,2,1059058.0,30000.0,90138:1;90139:1,3,,Phreeoni
91509,4869,1,1,2,1059058.0,30000.0,90138:1;90139:1,3,,Phreeoni
91510,4870,1,1,2,962780.0,30000.0,90166:1;90167:1,3,,Argiope
91511,4871,1,1,2,962780.0,30000.0,90166:1;90167:1,3,,Argiope
