索引,BossID,掉落Buff列表,关卡Id,勇士积分
622,54294,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5028,2344
623,54299,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5028,1710
624,54164,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5028,2772
625,54229,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5029,2391
626,54024,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5029,1837
627,54124,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5029,1964
628,54273,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5029,3120
629,54278,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,5029,2534
630,54199,500:1;500:2;500:3,5030,4308
631,55210,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,6001,4308
632,55220,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,6001,4023
633,55300,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,6001,4498
634,55180,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,6001,3358
635,55185,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,6001,3738
636,55240,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6002,3864
637,55245,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6002,5448
638,55305,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6002,4878
639,55100,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6002,3294
640,55215,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6002,5639
641,55260,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6003,3263
642,55285,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6003,4403
643,55175,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6003,4973
644,55230,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6003,4213
645,55165,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6003,5163
646,55100,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6004,3294
647,55135,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6004,3326
648,55035,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6004,3611
649,55310,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6004,4118
650,55280,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6004,3801
651,55274,3000:59;3000:62;2000:10;2000:23;2000:32;2000:35;2000:38;2000:65;2000:105;100:146;100:137,6005,6240
652,55200,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6006,5258
653,55205,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6006,5353
654,55110,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6006,3453
655,55105,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6006,3548
656,55025,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6006,3484
657,55115,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6007,3199
658,55010,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6007,3389
659,55080,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6007,3231
660,55275,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6007,5068
661,55251,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,6007,4593
662,55170,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,6008,5734
663,55250,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,6008,4593
664,55290,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,6008,4688
665,55295,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,6008,3421
666,55160,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,6008,5544
667,55225,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,6009,4783
668,55020,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,6009,3674
669,55120,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,6009,3928
670,55270,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,6009,6240
671,55306,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,6009,4878
672,55194,4000:80;4000:83;4000:41;4000:44;4000:68;4000:71;4000:92;4000:95;4000:110;4000:113;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,6010,6716
673,55212,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,6011,4308
674,55222,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,6011,4023
675,55302,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,6011,4498
676,55182,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,6011,3358
677,55187,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,6011,3738
678,55242,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6012,3864
679,55247,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6012,5448
680,55307,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6012,4878
681,55102,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6012,3294
682,55217,3000:2;3000:5;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6012,5639
683,55262,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6013,3263
684,55287,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6013,4403
685,55177,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6013,4973
686,55232,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6013,4213
687,55167,3000:8;3000:107;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6013,5163
688,55102,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6014,3294
689,55137,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6014,3326
690,55037,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6014,3611
691,55312,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6014,4118
692,55282,3000:17;3000:20;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6014,3801
693,55259,3000:59;3000:62;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6015,7191
694,55202,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6016,5258
695,55207,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6016,5353
696,55112,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6016,3453
697,55107,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6016,3548
698,55027,3000:54;3000:57;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6016,3484
699,55117,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6017,3199
700,55012,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6017,3389
701,55082,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6017,3231
702,55277,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6017,5068
703,55253,3000:15;3000:123;2000:11;2000:23;2000:32;2000:35;2000:39;2000:66;2000:105;100:144;100:135,6017,4593
704,55172,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6018,5734
705,55252,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6018,4593
706,55292,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6018,4688
707,55297,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6018,3421
708,55162,4000:86;4000:89;4000:47;4000:50;4000:74;4000:77;4000:98;4000:101;4000:116;4000:119;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6018,5544
709,55227,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6019,4783
710,55022,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6019,3674
711,55122,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6019,3928
712,55272,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6019,6240
713,55308,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:125;500:128;500:134;500:137;500:140;500:143;500:146;500:149;800:26;800:29;800:131,6019,4878
714,55269,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6020,7666
715,55214,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,6021,4308
716,55224,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,6021,4023
717,55304,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,6021,4498
718,55184,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,6021,3358
719,55189,5000:12;4000:24;2000:33;2000:36;2000:39;2000:66;2000:105;1500:125;1500:128;1500:134;1500:137;1500:140;1500:143;1500:146;1500:149,6021,3738
720,55244,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6022,3864
721,55249,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6022,5448
722,55309,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6022,4878
723,55104,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6022,3294
724,55219,3000:3;3000:6;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6022,5639
725,55264,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6023,3263
726,55289,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6023,4403
727,55179,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6023,4973
728,55234,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6023,4213
729,55169,3000:9;3000:108;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6023,5163
730,55104,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6024,3294
731,55139,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6024,3326
732,55039,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6024,3611
733,55314,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6024,4118
734,55284,3000:18;3000:21;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6024,3801
735,55319,3000:60;3000:63;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6025,8141
736,55204,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6026,5258
737,55209,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6026,5353
738,55114,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6026,3453
739,55109,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6026,3548
740,55029,3000:54;3000:57;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6026,3484
741,55119,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6027,3199
742,55014,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6027,3389
743,55084,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6027,3231
744,55279,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6027,5068
745,55254,3000:15;3000:123;2000:38;2000:65;2000:104;2000:12;2000:24;2000:33;2000:36;100:138;100:147,6027,4593
746,55174,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6028,5734
747,55254,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6028,4593
748,55294,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6028,4688
749,55299,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6028,3421
750,55164,4000:81;4000:84;4000:42;4000:45;4000:69;4000:72;4000:93;4000:96;4000:111;4000:114;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6028,5544
751,55229,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6029,4783
752,55024,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6029,3674
753,55124,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6029,3928
754,55273,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6029,6240
755,55278,4000:87;4000:90;4000:48;4000:51;4000:75;4000:78;4000:99;4000:102;4000:117;4000:120;500:126;500:129;500:135;500:138;500:141;500:144;500:147;500:150;800:27;800:30;800:132,6029,5068
756,55199,500:1;500:2;500:3,6030,8616
757,56210,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,7001,8616
758,56220,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,7001,8046
759,56300,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,7001,8997
760,56180,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,7001,6716
761,56185,5000:10;4000:22;2000:31;2000:34;2000:37;2000:64;2000:103;1500:124;1500:127;1500:133;1500:136;1500:139;1500:142;1500:145;1500:148,7001,7476
762,56240,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7002,7729
763,56245,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7002,10897
764,56305,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7002,9757
765,56100,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7002,6589
766,56215,3000:1;3000:4;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7002,11278
767,56260,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7003,6526
768,56285,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7003,8807
769,56175,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7003,9947
770,56230,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7003,8426
771,56165,3000:7;3000:106;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7003,10327
772,56100,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7004,6589
773,56135,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7004,6652
774,56035,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7004,7223
775,56310,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7004,8236
776,56280,3000:16;3000:19;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7004,7603
777,56274,3000:59;3000:62;2000:10;2000:23;2000:32;2000:35;2000:38;2000:65;2000:105;100:146;100:137,7005,12481
778,56200,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7006,10517
779,56205,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7006,10707
780,56110,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7006,6906
781,56105,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7006,7096
782,56025,3000:53;3000:56;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7006,6969
783,56115,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7007,6399
784,56010,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7007,6779
785,56080,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7007,6462
786,56275,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7007,10137
787,56251,3000:14;3000:122;2000:10;2000:22;2000:31;2000:34;2000:37;2000:64;2000:103;100:145;100:136,7007,9187
788,56170,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,7008,11468
789,56250,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,7008,9187
790,56290,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,7008,9377
791,56295,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,7008,6842
792,56160,4000:79;4000:82;4000:40;4000:43;4000:67;4000:70;4000:91;4000:94;4000:109;4000:112;500:124;500:127;500:133;500:136;500:139;500:142;500:145;500:148;800:25;800:28;800:130,7008,11088
793,56225,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,7009,9567
794,56020,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,7009,7349
795,56120,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,7009,7856
796,56270,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,7009,12481
797,56306,4000:85;4000:88;4000:46;4000:49;4000:73;4000:76;4000:97;4000:100;4000:115;4000:118;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,7009,9757
798,56194,4000:80;4000:83;4000:41;4000:44;4000:68;4000:71;4000:92;4000:95;4000:110;4000:113;500:124;500:127;500:134;500:137;500:140;500:143;500:146;500:149;800:25;800:28;800:130,7010,13432
799,56212,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,7011,8616
800,56222,5000:11;4000:23;2000:32;2000:35;2000:38;2000:65;2000:104;1500:126;1500:129;1500:135;1500:138;1500:141;1500:144;1500:147;1500:150,7011,8046
